Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2017,S08000026,,65-74 years,,Females,,Heart Attack,0,,0,,0
2017,S08000026,,75plus years,,Males,,Heart Attack,,c,,c,333.3333333
2017,S08000026,,75plus years,,Females,,Heart Attack,,c,,c,368.3723946
2017,S08000028,,0-44 years,,Males,,Heart Attack,0,,0,,0
2017,S08000028,,0-44 years,,Females,,Heart Attack,0,,0,,0
2017,S08000028,,45-64 years,,Males,,Heart Attack,,c,,c,68.95891198
2017,S08000028,,45-64 years,,Females,,Heart Attack,,c,,c,50.61011424
2017,S08000028,,65-74 years,,Males,,Heart Attack,,c,,c,601.6193262
2017,S08000028,,65-74 years,,Females,,Heart Attack,0,,0,,0
2017,S08000028,,75plus years,,Males,,Heart Attack,,c,,c,526.3259949
2017,S08000028,,75plus years,,Females,,Heart Attack,,c,,c,468.6146082
2017,S08000029,,0-44 years,,Males,,Heart Attack,0,,0,,0
2017,S08000029,,0-44 years,,Females,,Heart Attack,1,,1.035711327,,1.103606586
2017,S08000029,,45-64 years,,Males,,Heart Attack,22,,43.36342492,,43.41643473
2017,S08000029,,45-64 years,,Females,,Heart Attack,6,,11.17547356,,11.23627691
2017,S08000029,,65-74 years,,Males,,Heart Attack,33,,162.7539949,,162.6819298
2017,S08000029,,65-74 years,,Females,,Heart Attack,16,,71.98452333,,72.35036077
2017,S08000029,,75plus years,,Males,,Heart Attack,85,,631.5476633,,650.6389465
2017,S08000029,,75plus years,,Females,,Heart Attack,91,,488.459474,,470.208449
2017,S08000030,,0-44 years,,Males,,Heart Attack,2,,1.85000185,,2.400326444
2017,S08000030,,0-44 years,,Females,,Heart Attack,1,,0.935103797,,1.106999399
2017,S08000030,,45-64 years,,Males,,Heart Attack,26,,46.98144233,,46.96090355
2017,S08000030,,45-64 years,,Females,,Heart Attack,13,,22.2454183,,22.12618679
2017,S08000030,,65-74 years,,Males,,Heart Attack,39,,173.1102135,,174.6303161
2017,S08000030,,65-74 years,,Females,,Heart Attack,11,,44.82842937,,44.8154748
2017,S08000030,,75plus years,,Males,,Heart Attack,104,,626.921454,,641.9940241
2017,S08000030,,75plus years,,Females,,Heart Attack,95,,402.4400576,,378.4469042
2017,S08000031,,0-44 years,,Males,,Heart Attack,7,,2.091537639,,2.240715767
2017,S08000031,,0-44 years,,Females,,Heart Attack,1,,0.302322136,,0.333821667
2017,S08000031,,45-64 years,,Males,,Heart Attack,111,,74.64041476,,75.55837761
2017,S08000031,,45-64 years,,Females,,Heart Attack,48,,29.44442059,,30.0827365
2017,S08000031,,65-74 years,,Males,,Heart Attack,117,,238.9266679,,243.1566411
2017,S08000031,,65-74 years,,Females,,Heart Attack,64,,116.1081983,,116.7840704
2017,S08000031,,75plus years,,Males,,Heart Attack,238,,707.0076939,,748.3683596
2017,S08000031,,75plus years,,Females,,Heart Attack,247,,455.9719402,,441.4892908
2017,S08000032,,0-44 years,,Males,,Heart Attack,11,,6.297950303,,6.906332581
2017,S08000032,,0-44 years,,Females,,Heart Attack,1,,0.571255563,,0.616549963
2017,S08000032,,45-64 years,,Males,,Heart Attack,63,,68.51698786,,69.79513732
2017,S08000032,,45-64 years,,Females,,Heart Attack,15,,15.1579458,,15.42096247
2017,S08000032,,65-74 years,,Males,,Heart Attack,69,,219.2007116,,220.8098756
2017,S08000032,,65-74 years,,Females,,Heart Attack,33,,93.31787461,,93.47207987
2017,S08000032,,75plus years,,Males,,Heart Attack,147,,728.1553398,,854.2717898
2017,S08000032,,75plus years,,Females,,Heart Attack,153,,501.9355685,,510.2638898
2017,S92000003,d,0-44 years,,Males,,Heart Attack,39,,2.669960074,,3.004987766
2017,S92000003,d,0-44 years,,Females,,Heart Attack,11,,0.757825757,,0.839753953
2017,S92000003,d,45-64 years,,Males,,Heart Attack,426,,58.56611991,,58.83087476
2017,S92000003,d,45-64 years,,Females,,Heart Attack,151,,19.54356079,,19.73712314
2017,S92000003,d,65-74 years,,Males,,Heart Attack,591,,219.1112462,,220.8976646
2017,S92000003,d,65-74 years,,Females,,Heart Attack,263,,89.19184725,,89.56073302
2017,S92000003,d,75plus years,,Males,,Heart Attack,1190,,652.0726595,,694.3593374
2017,S92000003,d,75plus years,,Females,,Heart Attack,1216,,458.0451717,,443.2258458
2018,S08000015,,0-44 years,,Males,,Heart Attack,1,,1.134777527,,1.300457761
2018,S08000015,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000015,,45-64 years,,Males,,Heart Attack,43,,83.12230577,,79.40014192
2018,S08000015,,45-64 years,,Females,,Heart Attack,12,,20.92305546,,20.70858446
2018,S08000015,,65-74 years,,Males,,Heart Attack,66,,296.7225644,,296.1276556
2018,S08000015,,65-74 years,,Females,,Heart Attack,21,,85.87200981,,85.72668073
2018,S08000015,,75plus years,,Males,,Heart Attack,133,,879.68781,,942.599307
2018,S08000015,,75plus years,,Females,,Heart Attack,116,,552.4861878,,543.3549435
2018,S08000016,,0-44 years,,Males,,Heart Attack,1,,3.905944848,,4.532504533
2018,S08000016,,0-44 years,,Females,,Heart Attack,1,,3.845118622,,4.184975936
2018,S08000016,,45-64 years,,Males,,Heart Attack,5,,28.78526195,,27.1527341
2018,S08000016,,45-64 years,,Females,,Heart Attack,2,,10.99626127,,10.46804891
2018,S08000016,,65-74 years,,Males,,Heart Attack,10,,129.0322581,,127.5414148
2018,S08000016,,65-74 years,,Females,,Heart Attack,3,,36.97769013,,35.82175097
2018,S08000016,,75plus years,,Males,,Heart Attack,35,,664.5149041,,805.2033019
2018,S08000016,,75plus years,,Females,,Heart Attack,21,,301.1616234,,283.3743322
2018,S08000017,,0-44 years,,Males,,Heart Attack,0,,0,,0
2018,S08000017,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000017,,45-64 years,,Males,,Heart Attack,5,,23.19539803,,21.57768602
2018,S08000017,,45-64 years,,Females,,Heart Attack,5,,21.54800896,,20.51246424
2018,S08000017,,65-74 years,,Males,,Heart Attack,16,,156.4486164,,156.4888898
2018,S08000017,,65-74 years,,Females,,Heart Attack,11,,103.6367062,,103.3802368
2018,S08000017,,75plus years,,Males,,Heart Attack,40,,535.4752343,,563.2024985
2018,S08000017,,75plus years,,Females,,Heart Attack,34,,355.3511706,,356.1094643
2018,S08000019,,0-44 years,,Males,,Heart Attack,0,,0,,0
2018,S08000019,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000019,,45-64 years,,Males,,Heart Attack,28,,65.54153695,,66.26683398
2018,S08000019,,45-64 years,,Females,,Heart Attack,8,,17.77106426,,17.85786386
2018,S08000019,,65-74 years,,Males,,Heart Attack,37,,233.1149194,,233.8345378
2018,S08000019,,65-74 years,,Females,,Heart Attack,11,,64.32372376,,63.97713368
2018,S08000019,,75plus years,,Males,,Heart Attack,92,,867.9245283,,935.2495068
2018,S08000019,,75plus years,,Females,,Heart Attack,72,,491.065339,,486.8045902
2018,S08000020,,0-44 years,,Males,,Heart Attack,2,,1.221896383,,1.343855819
2018,S08000020,,0-44 years,,Females,,Heart Attack,2,,1.278494445,,1.273714064
2018,S08000020,,45-64 years,,Males,,Heart Attack,49,,62.26254463,,61.81201337
2018,S08000020,,45-64 years,,Females,,Heart Attack,18,,22.50478227,,22.50217177
2018,S08000020,,65-74 years,,Males,,Heart Attack,65,,224.8434744,,225.6968745
2018,S08000020,,65-74 years,,Females,,Heart Attack,39,,128.1503631,,128.4283049
2018,S08000020,,75plus years,,Males,,Heart Attack,129,,663.5802469,,696.794474
2018,S08000020,,75plus years,,Females,,Heart Attack,136,,504.2266054,,488.2417345
2018,S08000022,,0-44 years,,Males,,Heart Attack,1,,1.285925545,,1.49566897
2018,S08000022,,0-44 years,,Females,,Heart Attack,1,,1.34943661,,1.401098461
2018,S08000022,,45-64 years,,Males,,Heart Attack,27,,57.97101449,,54.47044754
2018,S08000022,,45-64 years,,Females,,Heart Attack,4,,8.097329905,,7.742964881
2018,S08000022,,65-74 years,,Males,,Heart Attack,43,,211.520488,,211.7935585
2018,S08000022,,65-74 years,,Females,,Heart Attack,17,,79.48753916,,79.39503328
2018,S08000022,,75plus years,,Males,,Heart Attack,83,,608.5936354,,651.9250616
2018,S08000022,,75plus years,,Females,,Heart Attack,94,,505.3220084,,503.7985747
2018,S08000024,,0-44 years,,Males,,Heart Attack,2,,0.768335363,,0.862580437
2018,S08000024,,0-44 years,,Females,,Heart Attack,1,,0.379387138,,0.459467726
2018,S08000024,,45-64 years,,Males,,Heart Attack,57,,50.93970348,,51.97086581
2018,S08000024,,45-64 years,,Females,,Heart Attack,16,,13.80286064,,14.03038481
2018,S08000024,,65-74 years,,Males,,Heart Attack,66,,172.0317998,,172.986162
2018,S08000024,,65-74 years,,Females,,Heart Attack,32,,74.79956055,,74.67914708
2018,S08000024,,75plus years,,Males,,Heart Attack,152,,576.3251687,,611.3881407
2018,S08000024,,75plus years,,Females,,Heart Attack,172,,446.1853745,,428.8510967
2018,S08000025,,0-44 years,,Males,,Heart Attack,,c,,c,22.66252266
2018,S08000025,,0-44 years,,Females,,Heart Attack,,c,,c,18.63318427
2018,S08000025,,45-64 years,,Males,,Heart Attack,,c,,c,83.49157896
2018,S08000025,,45-64 years,,Females,,Heart Attack,0,,0,,0
2018,S08000025,,65-74 years,,Males,,Heart Attack,,c,,c,350.8099889
2018,S08000025,,65-74 years,,Females,,Heart Attack,,c,,c,138.2002123
2018,S08000025,,75plus years,,Males,,Heart Attack,,c,,c,594.6085903
2018,S08000025,,75plus years,,Females,,Heart Attack,,c,,c,621.2214087
2018,S08000026,,0-44 years,,Males,,Heart Attack,0,,0,,0
2018,S08000026,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000026,,45-64 years,,Males,,Heart Attack,0,,0,,0
2018,S08000026,,45-64 years,,Females,,Heart Attack,0,,0,,0
2018,S08000026,,65-74 years,,Males,,Heart Attack,,c,,c,151.4119161
2018,S08000026,,65-74 years,,Females,,Heart Attack,,c,,c,76.35707344
2018,S08000026,,75plus years,,Males,,Heart Attack,,c,,c,470.3115814
2018,S08000026,,75plus years,,Females,,Heart Attack,,c,,c,89.60573477
2018,S08000028,,0-44 years,,Males,,Heart Attack,0,,0,,0
2018,S08000028,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000028,,45-64 years,,Males,,Heart Attack,,c,,c,49.88686372
2018,S08000028,,45-64 years,,Females,,Heart Attack,0,,0,,0
2018,S08000028,,65-74 years,,Males,,Heart Attack,,c,,c,321.0272873
2018,S08000028,,65-74 years,,Females,,Heart Attack,0,,0,,0
2018,S08000028,,75plus years,,Males,,Heart Attack,,c,,c,984.9807082
2018,S08000028,,75plus years,,Females,,Heart Attack,,c,,c,490.8884396
2018,S08000029,,0-44 years,,Males,,Heart Attack,2,,2.093254487,,2.481187284
2018,S08000029,,0-44 years,,Females,,Heart Attack,2,,2.080927261,,2.381365475
2018,S08000029,,45-64 years,,Males,,Heart Attack,26,,51.11469351,,50.62943683
2018,S08000029,,45-64 years,,Females,,Heart Attack,9,,16.72924644,,16.57970946
2018,S08000029,,65-74 years,,Males,,Heart Attack,35,,171.5097761,,172.1777813
2018,S08000029,,65-74 years,,Females,,Heart Attack,20,,89.17027063,,88.7260709
2018,S08000029,,75plus years,,Males,,Heart Attack,105,,760.7593102,,828.1925473
2018,S08000029,,75plus years,,Females,,Heart Attack,76,,401.0130857,,389.9772926
2018,S08000030,,0-44 years,,Males,,Heart Attack,2,,1.853654015,,1.842953607
2018,S08000030,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000030,,45-64 years,,Males,,Heart Attack,31,,56.40568424,,55.61602417
2018,S08000030,,45-64 years,,Females,,Heart Attack,9,,15.44242549,,15.22672472
2018,S08000030,,65-74 years,,Males,,Heart Attack,45,,196.1895627,,195.999063
2018,S08000030,,65-74 years,,Females,,Heart Attack,21,,84.42550454,,83.69469842
2018,S08000030,,75plus years,,Males,,Heart Attack,123,,728.0260432,,769.8867295
2018,S08000030,,75plus years,,Females,,Heart Attack,97,,408.1117469,,380.2732338
2018,S08000031,,0-44 years,,Males,,Heart Attack,7,,2.073416724,,2.316192581
2018,S08000031,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000031,,45-64 years,,Males,,Heart Attack,91,,61.28895384,,60.72195005
2018,S08000031,,45-64 years,,Females,,Heart Attack,28,,17.14688141,,17.30164881
2018,S08000031,,65-74 years,,Males,,Heart Attack,145,,291.87383,,295.5885095
2018,S08000031,,65-74 years,,Females,,Heart Attack,53,,95.50582045,,95.59431944
2018,S08000031,,75plus years,,Males,,Heart Attack,260,,764.8408543,,800.3678662
2018,S08000031,,75plus years,,Females,,Heart Attack,234,,432.0611533,,420.0707255
2018,S08000032,,0-44 years,,Males,,Heart Attack,7,,4.01788533,,4.507478928
2018,S08000032,,0-44 years,,Females,,Heart Attack,0,,0,,0
2018,S08000032,,45-64 years,,Males,,Heart Attack,59,,64.08098098,,64.22342704
2018,S08000032,,45-64 years,,Females,,Heart Attack,17,,17.13433317,,17.19254688
2018,S08000032,,65-74 years,,Males,,Heart Attack,54,,168.5551082,,168.3860198
2018,S08000032,,65-74 years,,Females,,Heart Attack,44,,122.9084611,,123.4023358
2018,S08000032,,75plus years,,Males,,Heart Attack,151,,729.7153627,,781.6438291
2018,S08000032,,75plus years,,Females,,Heart Attack,169,,549.2005719,,551.2631384
2018,S92000003,d,0-44 years,,Males,,Heart Attack,26,,1.779383786,,2.01559438
2018,S92000003,d,0-44 years,,Females,,Heart Attack,8,,0.552155962,,0.57483153
2018,S92000003,d,45-64 years,,Males,,Heart Attack,426,,58.53859631,,57.90021524
2018,S92000003,d,45-64 years,,Females,,Heart Attack,128,,16.53287523,,16.46035618
2018,S92000003,d,65-74 years,,Males,,Heart Attack,595,,217.6545256,,218.3747554
2018,S92000003,d,65-74 years,,Females,,Heart Attack,275,,92.27909224,,92.1449813
2018,S92000003,d,75plus years,,Males,,Heart Attack,1325,,710.5433914,,756.2178884
2018,S92000003,d,75plus years,,Females,,Heart Attack,1240,,462.2398503,,450.2791696
2019,S08000015,,0-44 years,,Males,,Heart Attack,1,,1.141474328,,1.424814571
2019,S08000015,,0-44 years,,Females,,Heart Attack,1,,1.123557633,,1.244763104
2019,S08000015,,45-64 years,,Males,,Heart Attack,45,,87.54352859,,83.5709801
2019,S08000015,,45-64 years,,Females,,Heart Attack,16,,28.01120448,,27.13270491
2019,S08000015,,65-74 years,,Males,,Heart Attack,69,,308.6143662,,307.4740151
2019,S08000015,,65-74 years,,Females,,Heart Attack,26,,105.4638381,,104.5281024
2019,S08000015,,75plus years,,Males,,Heart Attack,132,,841.7293713,,897.6907187
2019,S08000015,,75plus years,,Females,,Heart Attack,123,,571.1632227,,559.3931596
2019,S08000016,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000016,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000016,,45-64 years,,Males,,Heart Attack,9,,52.04117035,,50.59862802
2019,S08000016,,45-64 years,,Females,,Heart Attack,1,,5.487871803,,5.044899606
2019,S08000016,,65-74 years,,Males,,Heart Attack,10,,126.9518852,,124.6079237
2019,S08000016,,65-74 years,,Females,,Heart Attack,1,,12.30769231,,11.7259413
2019,S08000016,,75plus years,,Males,,Heart Attack,25,,458.4632312,,509.8012753
2019,S08000016,,75plus years,,Females,,Heart Attack,25,,349.1132523,,345.4074529
2019,S08000017,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000017,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000017,,45-64 years,,Males,,Heart Attack,14,,65.49401198,,62.30948917
2019,S08000017,,45-64 years,,Females,,Heart Attack,4,,17.33252448,,15.53737534
2019,S08000017,,65-74 years,,Males,,Heart Attack,18,,173.6613603,,172.2522245
2019,S08000017,,65-74 years,,Females,,Heart Attack,8,,74.92039708,,75.41748085
2019,S08000017,,75plus years,,Males,,Heart Attack,55,,709.5858599,,752.2625513
2019,S08000017,,75plus years,,Females,,Heart Attack,35,,358.0196399,,349.4471443
2019,S08000019,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000019,,0-44 years,,Females,,Heart Attack,1,,1.25634454,,1.35610032
2019,S08000019,,45-64 years,,Males,,Heart Attack,39,,91.09595441,,90.41875743
2019,S08000019,,45-64 years,,Females,,Heart Attack,11,,24.38375599,,24.68069421
2019,S08000019,,65-74 years,,Males,,Heart Attack,36,,225.4650216,,224.2905233
2019,S08000019,,65-74 years,,Females,,Heart Attack,28,,162.2718053,,161.9534115
2019,S08000019,,75plus years,,Males,,Heart Attack,98,,898.9176298,,917.1156737
2019,S08000019,,75plus years,,Females,,Heart Attack,75,,498.3388704,,495.7944414
2019,S08000020,,0-44 years,,Males,,Heart Attack,2,,1.225610354,,1.225245087
2019,S08000020,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000020,,45-64 years,,Males,,Heart Attack,49,,62.3132193,,61.70931012
2019,S08000020,,45-64 years,,Females,,Heart Attack,10,,12.50031251,,12.43869682
2019,S08000020,,65-74 years,,Males,,Heart Attack,64,,216.9417986,,217.2248487
2019,S08000020,,65-74 years,,Females,,Heart Attack,32,,103.1492763,,102.2873861
2019,S08000020,,75plus years,,Males,,Heart Attack,150,,751.3900716,,791.1069026
2019,S08000020,,75plus years,,Females,,Heart Attack,125,,455.2241524,,437.5286659
2019,S08000022,,0-44 years,,Males,,Heart Attack,1,,1.290838916,,1.436180253
2019,S08000022,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000022,,45-64 years,,Males,,Heart Attack,22,,47.70578541,,45.96871422
2019,S08000022,,45-64 years,,Females,,Heart Attack,6,,12.18571022,,11.77495006
2019,S08000022,,65-74 years,,Males,,Heart Attack,40,,195.4843124,,194.5697187
2019,S08000022,,65-74 years,,Females,,Heart Attack,18,,83.61592419,,83.19997377
2019,S08000022,,75plus years,,Males,,Heart Attack,83,,581.8844644,,643.3108516
2019,S08000022,,75plus years,,Females,,Heart Attack,79,,414.807036,,410.0862298
2019,S08000024,,0-44 years,,Males,,Heart Attack,5,,1.899797102,,2.092773781
2019,S08000024,,0-44 years,,Females,,Heart Attack,1,,0.375658812,,0.451089639
2019,S08000024,,45-64 years,,Males,,Heart Attack,41,,36.40076353,,36.91915103
2019,S08000024,,45-64 years,,Females,,Heart Attack,18,,15.43659846,,15.473486
2019,S08000024,,65-74 years,,Males,,Heart Attack,68,,173.9085957,,173.8650294
2019,S08000024,,65-74 years,,Females,,Heart Attack,26,,59.96586558,,59.75805979
2019,S08000024,,75plus years,,Males,,Heart Attack,165,,606.5953458,,628.4167292
2019,S08000024,,75plus years,,Females,,Heart Attack,139,,353.7435741,,336.8416078
2019,S08000025,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000025,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000025,,45-64 years,,Males,,Heart Attack,,c,,c,54.64807571
2019,S08000025,,45-64 years,,Females,,Heart Attack,0,,0,,0
2019,S08000025,,65-74 years,,Males,,Heart Attack,,c,,c,138.8310426
2019,S08000025,,65-74 years,,Females,,Heart Attack,0,,0,,0
2019,S08000025,,75plus years,,Males,,Heart Attack,,c,,c,954.398863
2019,S08000025,,75plus years,,Females,,Heart Attack,,c,,c,306.7087502
2019,S08000026,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000026,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000026,,45-64 years,,Males,,Heart Attack,,c,,c,58.60364483
2019,S08000026,,45-64 years,,Females,,Heart Attack,,c,,c,29.98875422
2019,S08000026,,65-74 years,,Males,,Heart Attack,,c,,c,148.7264232
2019,S08000026,,65-74 years,,Females,,Heart Attack,,c,,c,76.46854362
2019,S08000026,,75plus years,,Males,,Heart Attack,,c,,c,451.9837904
2019,S08000026,,75plus years,,Females,,Heart Attack,,c,,c,354.8114579
2019,S08000028,,0-44 years,,Males,,Heart Attack,0,,0,,0
2019,S08000028,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000028,,45-64 years,,Males,,Heart Attack,,c,,c,71.65457239
2019,S08000028,,45-64 years,,Females,,Heart Attack,,c,,c,23.56036361
2019,S08000028,,65-74 years,,Males,,Heart Attack,,c,,c,383.4912344
2019,S08000028,,65-74 years,,Females,,Heart Attack,,c,,c,54.8491648
2019,S08000028,,75plus years,,Males,,Heart Attack,,c,,c,670.7309393
2019,S08000028,,75plus years,,Females,,Heart Attack,,c,,c,322.8338294
2019,S08000029,,0-44 years,,Males,,Heart Attack,2,,2.090279157,,2.424310553
2019,S08000029,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000029,,45-64 years,,Males,,Heart Attack,29,,57.13947944,,55.81611921
2019,S08000029,,45-64 years,,Females,,Heart Attack,8,,14.87652484,,14.30964202
2019,S08000029,,65-74 years,,Males,,Heart Attack,38,,183.9303001,,183.0975482
2019,S08000029,,65-74 years,,Females,,Heart Attack,20,,88.60927739,,87.14288824
2019,S08000029,,75plus years,,Males,,Heart Attack,119,,831.0055866,,887.0332431
2019,S08000029,,75plus years,,Females,,Heart Attack,94,,482.7196631,,473.0143891
2019,S08000030,,0-44 years,,Males,,Heart Attack,2,,1.844593037,,2.412836289
2019,S08000030,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000030,,45-64 years,,Males,,Heart Attack,37,,67.74571554,,65.75469952
2019,S08000030,,45-64 years,,Females,,Heart Attack,7,,12.00850889,,11.38486457
2019,S08000030,,65-74 years,,Males,,Heart Attack,50,,216.3378332,,216.0422351
2019,S08000030,,65-74 years,,Females,,Heart Attack,22,,87.64591052,,87.28245667
2019,S08000030,,75plus years,,Males,,Heart Attack,121,,694.2850585,,731.7937
2019,S08000030,,75plus years,,Females,,Heart Attack,99,,411.6424116,,382.234614
2019,S08000031,,0-44 years,,Males,,Heart Attack,3,,0.878096755,,1.089012312
2019,S08000031,,0-44 years,,Females,,Heart Attack,0,,0,,0
2019,S08000031,,45-64 years,,Males,,Heart Attack,95,,64.17878182,,62.68490026
2019,S08000031,,45-64 years,,Females,,Heart Attack,31,,19.04305573,,18.67498619
2019,S08000031,,65-74 years,,Males,,Heart Attack,136,,271.1918483,,272.0990302
2019,S08000031,,65-74 years,,Females,,Heart Attack,65,,115.4816473,,115.4034306
2019,S08000031,,75plus years,,Males,,Heart Attack,224,,642.330743,,678.3063748
2019,S08000031,,75plus years,,Females,,Heart Attack,224,,409.9260669,,390.4222056
2019,S08000032,,0-44 years,,Males,,Heart Attack,1,,0.573572092,,0.662558802
2019,S08000032,,0-44 years,,Females,,Heart Attack,1,,0.572770491,,0.576336607
2019,S08000032,,45-64 years,,Males,,Heart Attack,41,,44.57878485,,44.56894412
2019,S08000032,,45-64 years,,Females,,Heart Attack,16,,16.13114622,,16.08799708
2019,S08000032,,65-74 years,,Males,,Heart Attack,75,,229.7794118,,231.4987513
2019,S08000032,,65-74 years,,Females,,Heart Attack,40,,110.0200787,,110.120486
2019,S08000032,,75plus years,,Males,,Heart Attack,174,,811.6428771,,895.9674362
2019,S08000032,,75plus years,,Females,,Heart Attack,150,,478.1638508,,477.7278137
2019,S92000003,d,0-44 years,,Males,,Heart Attack,17,,1.158671154,,1.326277301
2019,S92000003,d,0-44 years,,Females,,Heart Attack,4,,0.275559334,,0.31116459
2019,S92000003,d,45-64 years,,Males,,Heart Attack,428,,58.92240827,,57.81040558
2019,S92000003,d,45-64 years,,Females,,Heart Attack,130,,16.79619114,,16.52113459
2019,S92000003,d,65-74 years,,Males,,Heart Attack,615,,222.1828836,,221.99448
2019,S92000003,d,65-74 years,,Females,,Heart Attack,288,,95.52207124,,95.14538496
2019,S92000003,d,75plus years,,Males,,Heart Attack,1370,,711.2190918,,754.2816828
2019,S92000003,d,75plus years,,Females,,Heart Attack,1182,,432.6215696,,419.119058
2020,S08000015,,0-44 years,,Males,,Heart Attack,1,,1.148435257,,1.412241308
2020,S08000015,,0-44 years,,Females,,Heart Attack,0,,0,,0
2020,S08000015,,45-64 years,,Males,,Heart Attack,56,,110.0823652,,102.0572701
2020,S08000015,,45-64 years,,Females,,Heart Attack,19,,33.42069621,,32.02874887
2020,S08000015,,65-74 years,,Males,,Heart Attack,73,,324.4444444,,321.8159075
2020,S08000015,,65-74 years,,Females,,Heart Attack,32,,128.6380447,,127.0938055
2020,S08000015,,75plus years,,Males,,Heart Attack,137,,858.6649953,,912.9916226
2020,S08000015,,75plus years,,Females,,Heart Attack,116,,534.7840118,,526.7982861
2020,S08000016,,0-44 years,,Males,,Heart Attack,1,,3.940110323,,4.569250251
2020,S08000016,,0-44 years,,Females,,Heart Attack,0,,0,,0
2020,S08000016,,45-64 years,,Males,,Heart Attack,7,,41.03405827,,37.90267036
2020,S08000016,,45-64 years,,Females,,Heart Attack,3,,16.59567406,,15.55266951
2020,S08000016,,65-74 years,,Males,,Heart Attack,15,,187.3828857,,183.8607988
2020,S08000016,,65-74 years,,Females,,Heart Attack,2,,24.4140625,,24.42774538
2020,S08000016,,75plus years,,Males,,Heart Attack,34,,606.2767475,,706.2615418
2020,S08000016,,75plus years,,Females,,Heart Attack,24,,329.7156203,,329.5930183
2020,S08000017,,0-44 years,,Males,,Heart Attack,1,,3.048594598,,3.859173255
2020,S08000017,,0-44 years,,Females,,Heart Attack,1,,3.067296485,,3.490296974
2020,S08000017,,45-64 years,,Males,,Heart Attack,10,,47.57147614,,45.76416408
2020,S08000017,,45-64 years,,Females,,Heart Attack,5,,21.92309379,,21.18107223
2020,S08000017,,65-74 years,,Males,,Heart Attack,19,,181.6269955,,180.3223163
2020,S08000017,,65-74 years,,Females,,Heart Attack,10,,92.76437848,,92.73343358
2020,S08000017,,75plus years,,Males,,Heart Attack,58,,735.0145736,,777.6473181
2020,S08000017,,75plus years,,Females,,Heart Attack,52,,523.8766875,,517.7841444
2020,S08000019,,0-44 years,,Males,,Heart Attack,0,,0,,0
2020,S08000019,,0-44 years,,Females,,Heart Attack,0,,0,,0
2020,S08000019,,45-64 years,,Males,,Heart Attack,45,,105.3691432,,102.6202642
2020,S08000019,,45-64 years,,Females,,Heart Attack,18,,39.90157611,,39.54020755
2020,S08000019,,65-74 years,,Males,,Heart Attack,44,,274.1603838,,272.387728
2020,S08000019,,65-74 years,,Females,,Heart Attack,22,,126.248135,,125.0789103
2020,S08000019,,75plus years,,Males,,Heart Attack,95,,858.4078793,,908.6536027
2020,S08000019,,75plus years,,Females,,Heart Attack,81,,532.7195002,,532.9834072
2020,S08000020,,0-44 years,,Males,,Heart Attack,1,,0.616226476,,0.554702168
2020,S08000020,,0-44 years,,Females,,Heart Attack,2,,1.288983701,,1.291890108
2020,S08000020,,45-64 years,,Males,,Heart Attack,45,,57.40967544,,56.53776885
2020,S08000020,,45-64 years,,Females,,Heart Attack,12,,15.01144623,,14.82035341
2020,S08000020,,65-74 years,,Males,,Heart Attack,64,,211.9837038,,211.6354289
2020,S08000020,,65-74 years,,Females,,Heart Attack,25,,78.91165052,,78.95556853
2020,S08000020,,75plus years,,Males,,Heart Attack,150,,742.6845571,,770.9393689
2020,S08000020,,75plus years,,Females,,Heart Attack,130,,468.9923879,,452.9050563
2020,S08000022,,0-44 years,,Males,,Heart Attack,5,,6.489713804,,7.290724475
2020,S08000022,,0-44 years,,Females,,Heart Attack,0,,0,,0
2020,S08000022,,45-64 years,,Males,,Heart Attack,24,,52.45099111,,50.24475344
2020,S08000022,,45-64 years,,Females,,Heart Attack,10,,20.37282265,,19.4362385
2020,S08000022,,65-74 years,,Males,,Heart Attack,45,,217.3808029,,215.1125104
2020,S08000022,,65-74 years,,Females,,Heart Attack,14,,64.36189776,,63.61287897
