Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2019,S08000031,,under75 years,,Females,,Coronary Heart Disease,170,,30.6980003,,32.85254784
2019,S08000032,,under75 years,,Males,,Coronary Heart Disease,232,,77.60287398,,78.80765377
2019,S08000032,,under75 years,,Females,,Coronary Heart Disease,86,,27.72994899,,26.54246709
2019,S92000003,d,under75 years,,Males,,Coronary Heart Disease,1833,,74.19923121,,74.8220057
2019,S92000003,d,under75 years,,Females,,Coronary Heart Disease,686,,27.14596576,,25.99677057
2020,S08000015,,under75 years,,Males,,Coronary Heart Disease,181,,112.8105406,,95.1605393
2020,S08000015,,under75 years,,Females,,Coronary Heart Disease,67,,39.43542596,,32.14764684
2020,S08000016,,under75 years,,Males,,Coronary Heart Disease,41,,81.27824915,,61.70433689
2020,S08000016,,under75 years,,Females,,Coronary Heart Disease,8,,15.41158566,,11.49470487
2020,S08000017,,under75 years,,Males,,Coronary Heart Disease,52,,80.89104598,,63.20446697
2020,S08000017,,under75 years,,Females,,Coronary Heart Disease,19,,28.70567617,,22.29917551
2020,S08000019,,under75 years,,Males,,Coronary Heart Disease,138,,99.96088487,,95.88693271
2020,S08000019,,under75 years,,Females,,Coronary Heart Disease,55,,38.84071071,,35.50008351
2020,S08000020,,under75 years,,Males,,Coronary Heart Disease,176,,64.97989684,,65.98884736
2020,S08000020,,under75 years,,Females,,Coronary Heart Disease,51,,19.11680367,,18.61760269
2020,S08000022,,under75 years,,Males,,Coronary Heart Disease,140,,97.55893605,,82.63873323
2020,S08000022,,under75 years,,Females,,Coronary Heart Disease,34,,23.6988297,,18.37074847
2020,S08000024,,under75 years,,Males,,Coronary Heart Disease,254,,60.91068671,,69.28727669
2020,S08000024,,under75 years,,Females,,Coronary Heart Disease,91,,21.24068969,,23.28399952
2020,S08000025,,under75 years,,Males,,Coronary Heart Disease,,c,,c,67.44517025
2020,S08000025,,under75 years,,Females,,Coronary Heart Disease,,c,,c,8.190567197
2020,S08000026,,under75 years,,Males,,Coronary Heart Disease,,c,,c,84.13728785
2020,S08000026,,under75 years,,Females,,Coronary Heart Disease,,c,,c,18.16365453
2020,S08000028,,under75 years,,Males,,Coronary Heart Disease,,c,,c,124.7660372
2020,S08000028,,under75 years,,Females,,Coronary Heart Disease,,c,,c,14.79313055
2020,S08000029,,under75 years,,Males,,Coronary Heart Disease,152,,91.01087939,,85.91825939
2020,S08000029,,under75 years,,Females,,Coronary Heart Disease,43,,24.92565778,,22.63535699
2020,S08000030,,under75 years,,Males,,Coronary Heart Disease,123,,66.30477556,,62.24024531
2020,S08000030,,under75 years,,Females,,Coronary Heart Disease,48,,25.36072997,,22.70525262
2020,S08000031,,under75 years,,Males,,Coronary Heart Disease,429,,79.20901764,,89.74977121
2020,S08000031,,under75 years,,Females,,Coronary Heart Disease,157,,28.30639418,,30.02762721
2020,S08000032,,under75 years,,Males,,Coronary Heart Disease,276,,92.39699911,,91.9951572
2020,S08000032,,under75 years,,Females,,Coronary Heart Disease,100,,32.24225541,,30.35957546
2020,S92000003,d,under75 years,,Males,,Coronary Heart Disease,1999,,80.93608924,,80.64569462
2020,S92000003,d,under75 years,,Females,,Coronary Heart Disease,678,,26.83731717,,25.37412208
2021,S08000015,,under75 years,,Males,,Coronary Heart Disease,190,,118.4376208,,102.0990814
2021,S08000015,,under75 years,,Females,,Coronary Heart Disease,82,,48.23047107,,38.35424106
2021,S08000016,,under75 years,,Males,,Coronary Heart Disease,42,,82.84023669,,66.78517666
2021,S08000016,,under75 years,,Females,,Coronary Heart Disease,13,,24.96015975,,18.76710146
2021,S08000017,,under75 years,,Males,,Coronary Heart Disease,55,,85.55251369,,65.06855106
2021,S08000017,,under75 years,,Females,,Coronary Heart Disease,28,,42.21126739,,29.97322152
2021,S08000019,,under75 years,,Males,,Coronary Heart Disease,115,,83.58894591,,79.33045152
2021,S08000019,,under75 years,,Females,,Coronary Heart Disease,56,,39.63507421,,35.64165507
2021,S08000020,,under75 years,,Males,,Coronary Heart Disease,158,,58.41380636,,58.48184907
2021,S08000020,,under75 years,,Females,,Coronary Heart Disease,66,,24.74263906,,23.68780786
2021,S08000022,,under75 years,,Males,,Coronary Heart Disease,140,,96.77330163,,80.93239379
2021,S08000022,,under75 years,,Females,,Coronary Heart Disease,48,,33.16520417,,25.43930042
2021,S08000024,,under75 years,,Males,,Coronary Heart Disease,286,,68.42907422,,76.99213019
2021,S08000024,,under75 years,,Females,,Coronary Heart Disease,96,,22.34023243,,24.15298424
2021,S08000025,,under75 years,,Males,,Coronary Heart Disease,,c,,c,80.86550693
2021,S08000025,,under75 years,,Females,,Coronary Heart Disease,0,,0,,0
2021,S08000026,,under75 years,,Males,,Coronary Heart Disease,,c,,c,56.1058838
2021,S08000026,,under75 years,,Females,,Coronary Heart Disease,,c,,c,16.99571264
2021,S08000028,,under75 years,,Males,,Coronary Heart Disease,,c,,c,120.8021848
2021,S08000028,,under75 years,,Females,,Coronary Heart Disease,,c,,c,31.94149113
2021,S08000029,,under75 years,,Males,,Coronary Heart Disease,149,,89.27394519,,82.86558319
2021,S08000029,,under75 years,,Females,,Coronary Heart Disease,52,,30.15489176,,26.56409186
2021,S08000030,,under75 years,,Males,,Coronary Heart Disease,154,,83.04393779,,76.67193568
2021,S08000030,,under75 years,,Females,,Coronary Heart Disease,63,,33.21961328,,28.78776328
2021,S08000031,,under75 years,,Males,,Coronary Heart Disease,492,,90.80120994,,101.8717821
2021,S08000031,,under75 years,,Females,,Coronary Heart Disease,146,,26.35569355,,27.03902226
2021,S08000032,,under75 years,,Males,,Coronary Heart Disease,286,,95.45424204,,94.57227247
2021,S08000032,,under75 years,,Females,,Coronary Heart Disease,105,,33.79530985,,31.50760647
2021,S92000003,d,under75 years,,Males,,Coronary Heart Disease,2102,,85.01922438,,83.93877943
2021,S92000003,d,under75 years,,Females,,Coronary Heart Disease,762,,30.12768683,,28.09189698
2012,S08000015,,under75 years,,All,d,Coronary Heart Disease,230,,67.57133918,,65.27891739
2012,S08000015,,0-44 years,,All,d,Coronary Heart Disease,7,,3.672882583,,3.816233405
2012,S08000015,,45-64 years,,All,d,Coronary Heart Disease,105,,97.1763334,,98.38107934
2012,S08000015,,65-74 years,,All,d,Coronary Heart Disease,118,,282.6753545,,297.8291691
2012,S08000015,,75plus years,,All,d,Coronary Heart Disease,407,,1239.380005,,1312.117134
2012,S08000015,,All,d,All,d,Coronary Heart Disease,637,,170.6768126,,177.4943568
2012,S08000016,,under75 years,,All,d,Coronary Heart Disease,59,,57.47910294,,49.9587649
2012,S08000016,,0-44 years,,All,d,Coronary Heart Disease,2,,3.701099226,,3.190490515
2012,S08000016,,45-64 years,,All,d,Coronary Heart Disease,24,,69.07468701,,68.99110429
2012,S08000016,,65-74 years,,All,d,Coronary Heart Disease,33,,238.0437135,,242.4473195
2012,S08000016,,75plus years,,All,d,Coronary Heart Disease,140,,1264.222503,,1410.773189
2012,S08000016,,All,d,All,d,Coronary Heart Disease,199,,174.9912065,,172.4320631
2012,S08000017,,under75 years,,All,d,Coronary Heart Disease,83,,61.31841991,,53.5360621
2012,S08000017,,0-44 years,,All,d,Coronary Heart Disease,2,,2.809935933,,3.181296217
2012,S08000017,,45-64 years,,All,d,Coronary Heart Disease,33,,72.81714071,,74.0374573
2012,S08000017,,65-74 years,,All,d,Coronary Heart Disease,48,,254.4529262,,260.761813
2012,S08000017,,75plus years,,All,d,Coronary Heart Disease,170,,1098.120276,,1177.793958
2012,S08000017,,All,d,All,d,Coronary Heart Disease,253,,167.7273933,,154.7192727
2012,S08000019,,under75 years,,All,d,Coronary Heart Disease,143,,51.68350898,,56.32569013
2012,S08000019,,0-44 years,,All,d,Coronary Heart Disease,4,,2.430192714,,2.582799107
2012,S08000019,,45-64 years,,All,d,Coronary Heart Disease,57,,68.63996532,,70.61453162
2012,S08000019,,65-74 years,,All,d,Coronary Heart Disease,82,,282.3108173,,296.6553869
2012,S08000019,,75plus years,,All,d,Coronary Heart Disease,266,,1187.182005,,1285.133736
2012,S08000019,,All,d,All,d,Coronary Heart Disease,409,,136.748136,,166.9184142
2012,S08000020,,under75 years,,All,d,Coronary Heart Disease,228,,42.95160409,,49.05851362
2012,S08000020,,0-44 years,,All,d,Coronary Heart Disease,5,,1.54343377,,1.537168447
2012,S08000020,,45-64 years,,All,d,Coronary Heart Disease,91,,58.55139976,,58.97487364
2012,S08000020,,65-74 years,,All,d,Coronary Heart Disease,132,,256.5198803,,268.4269992
2012,S08000020,,75plus years,,All,d,Coronary Heart Disease,507,,1190.979563,,1249.848971
2012,S08000020,,All,d,All,d,Coronary Heart Disease,735,,128.1827694,,157.1296548
2012,S08000022,,under75 years,,All,d,Coronary Heart Disease,160,,54.93656543,,51.4942352
2012,S08000022,,0-44 years,,All,d,Coronary Heart Disease,3,,1.892004389,,2.017406514
2012,S08000022,,45-64 years,,All,d,Coronary Heart Disease,64,,66.65625163,,66.06596752
2012,S08000022,,65-74 years,,All,d,Coronary Heart Disease,93,,253.6271408,,269.1702202
2012,S08000022,,75plus years,,All,d,Coronary Heart Disease,291,,1019.085974,,1111.137122
2012,S08000022,,All,d,All,d,Coronary Heart Disease,451,,141.025641,,146.862095
2012,S08000024,,under75 years,,All,d,Coronary Heart Disease,364,,46.41874297,,57.54480671
2012,S08000024,,0-44 years,,All,d,Coronary Heart Disease,14,,2.802617645,,2.975398985
2012,S08000024,,45-64 years,,All,d,Coronary Heart Disease,152,,70.75394849,,74.00909533
2012,S08000024,,65-74 years,,All,d,Coronary Heart Disease,198,,283.6513667,,296.6347466
2012,S08000024,,75plus years,,All,d,Coronary Heart Disease,665,,1116.258771,,1185.483072
2012,S08000024,,All,d,All,d,Coronary Heart Disease,1029,,121.957001,,159.0592506
2012,S08000025,,under75 years,,All,d,Coronary Heart Disease,,c,,c,53.17067897
2012,S08000025,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
2012,S08000025,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,60.24167059
2012,S08000025,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,308.7740491
2012,S08000025,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1422.501275
2012,S08000025,,All,d,All,d,Coronary Heart Disease,40,,185.7872736,,176.4104326
2012,S08000026,,under75 years,,All,d,Coronary Heart Disease,,c,,c,36.27869868
2012,S08000026,,0-44 years,,All,d,Coronary Heart Disease,,c,,c,8.0415403
2012,S08000026,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,47.2394998
2012,S08000026,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,153.8353961
2012,S08000026,,75plus years,,All,d,Coronary Heart Disease,,c,,c,851.8399134
2012,S08000026,,All,d,All,d,Coronary Heart Disease,23,,99.09521758,,109.679208
2012,S08000028,,under75 years,,All,d,Coronary Heart Disease,,c,,c,71.09374102
2012,S08000028,,0-44 years,,All,d,Coronary Heart Disease,,c,,c,9.321401939
2012,S08000028,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,89.65065871
2012,S08000028,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,341.9459307
2012,S08000028,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1682.211666
2012,S08000028,,All,d,All,d,Coronary Heart Disease,59,,214.0783745,,216.0943542
2012,S08000029,,under75 years,,All,d,Coronary Heart Disease,186,,55.2624073,,57.578306
2012,S08000029,,0-44 years,,All,d,Coronary Heart Disease,9,,4.566997859,,4.876462099
2012,S08000029,,45-64 years,,All,d,Coronary Heart Disease,77,,75.49685757,,77.11579785
2012,S08000029,,65-74 years,,All,d,Coronary Heart Disease,100,,266.531624,,279.3074523
2012,S08000029,,75plus years,,All,d,Coronary Heart Disease,328,,1106.836742,,1212.273696
2012,S08000029,,All,d,All,d,Coronary Heart Disease,514,,140.356626,,161.5008911
2012,S08000030,,under75 years,,All,d,Coronary Heart Disease,202,,54.01647235,,56.16218155
2012,S08000030,,0-44 years,,All,d,Coronary Heart Disease,9,,4.115207521,,4.76890471
2012,S08000030,,45-64 years,,All,d,Coronary Heart Disease,72,,63.90059907,,64.7836688
2012,S08000030,,65-74 years,,All,d,Coronary Heart Disease,121,,284.1442795,,298.7114708
2012,S08000030,,75plus years,,All,d,Coronary Heart Disease,427,,1130.227634,,1233.756407
2012,S08000030,,All,d,All,d,Coronary Heart Disease,629,,152.7663088,,162.1456619
2012,S08000031,,under75 years,,All,d,Coronary Heart Disease,649,,61.70574063,,74.00116025
2012,S08000031,,0-44 years,,All,d,Coronary Heart Disease,33,,5.045516676,,5.312229851
2012,S08000031,,45-64 years,,All,d,Coronary Heart Disease,278,,92.38090174,,97.78456493
2012,S08000031,,65-74 years,,All,d,Coronary Heart Disease,338,,349.2024134,,367.2337333
2012,S08000031,,75plus years,,All,d,Coronary Heart Disease,970,,1133.786848,,1240.20545
2012,S08000031,,All,d,All,d,Coronary Heart Disease,1619,,142.3521964,,178.9595463
2012,S08000032,,under75 years,,All,d,Coronary Heart Disease,409,,67.53699673,,75.636295
2012,S08000032,,0-44 years,,All,d,Coronary Heart Disease,21,,5.795725514,,5.736601905
2012,S08000032,,45-64 years,,All,d,Coronary Heart Disease,164,,89.8320032,,94.21249047
2012,S08000032,,65-74 years,,All,d,Coronary Heart Disease,224,,369.0584068,,388.2376519
2012,S08000032,,75plus years,,All,d,Coronary Heart Disease,535,,1147.428473,,1284.806879
2012,S08000032,,All,d,All,d,Coronary Heart Disease,944,,144.7364386,,184.4616475
2012,S92000003,d,under75 years,,All,d,Coronary Heart Disease,2753,,56.2393734,,61.62621581
2012,S92000003,d,0-44 years,,All,d,Coronary Heart Disease,111,,3.787146017,,3.943418609
2012,S92000003,d,45-64 years,,All,d,Coronary Heart Disease,1132,,77.69965104,,79.97826614
2012,S92000003,d,65-74 years,,All,d,Coronary Heart Disease,1510,,297.6612891,,311.963522
2012,S92000003,d,75plus years,,All,d,Coronary Heart Disease,4788,,1144.214523,,1238.552478
2012,S92000003,d,All,d,All,d,Coronary Heart Disease,7541,,141.9188497,,167.5495794
2013,S08000015,,under75 years,,All,d,Coronary Heart Disease,248,,73.19671913,,69.76338427
2013,S08000015,,0-44 years,,All,d,Coronary Heart Disease,9,,4.795498625,,5.142408876
2013,S08000015,,45-64 years,,All,d,Coronary Heart Disease,98,,90.64170628,,92.30796676
2013,S08000015,,65-74 years,,All,d,Coronary Heart Disease,141,,327.7621516,,345.2015972
2013,S08000015,,75plus years,,All,d,Coronary Heart Disease,419,,1253.477728,,1324.522634
2013,S08000015,,All,d,All,d,Coronary Heart Disease,667,,179.1854717,,182.6917167
2013,S08000016,,under75 years,,All,d,Coronary Heart Disease,46,,44.83387101,,39.40147106
2013,S08000016,,0-44 years,,All,d,Coronary Heart Disease,2,,3.74665143,,3.871375664
2013,S08000016,,45-64 years,,All,d,Coronary Heart Disease,16,,45.99551544,,46.18243218
2013,S08000016,,65-74 years,,All,d,Coronary Heart Disease,28,,193.986421,,205.0138217
2013,S08000016,,75plus years,,All,d,Coronary Heart Disease,131,,1161.450483,,1282.147195
2013,S08000016,,All,d,All,d,Coronary Heart Disease,177,,155.426765,,151.2485862
2013,S08000017,,under75 years,,All,d,Coronary Heart Disease,94,,69.81995365,,60.8101517
2013,S08000017,,0-44 years,,All,d,Coronary Heart Disease,5,,7.136332496,,8.388733124
2013,S08000017,,45-64 years,,All,d,Coronary Heart Disease,35,,77.48505645,,76.97783025
2013,S08000017,,65-74 years,,All,d,Coronary Heart Disease,54,,278.3792144,,289.6018776
2013,S08000017,,75plus years,,All,d,Coronary Heart Disease,180,,1150.306748,,1317.257343
2013,S08000017,,All,d,All,d,Coronary Heart Disease,274,,182.3263242,,173.8903989
2013,S08000019,,under75 years,,All,d,Coronary Heart Disease,150,,54.17939883,,58.13958142
2013,S08000019,,0-44 years,,All,d,Coronary Heart Disease,7,,4.290898392,,4.288450836
2013,S08000019,,45-64 years,,All,d,Coronary Heart Disease,62,,74.03869119,,77.29133021
2013,S08000019,,65-74 years,,All,d,Coronary Heart Disease,81,,270.1620973,,286.752887
2013,S08000019,,75plus years,,All,d,Coronary Heart Disease,242,,1060.845169,,1168.353771
2013,S08000019,,All,d,All,d,Coronary Heart Disease,392,,130.8105583,,158.0588585
2013,S08000020,,under75 years,,All,d,Coronary Heart Disease,225,,41.98387819,,46.9381614
2013,S08000020,,0-44 years,,All,d,Coronary Heart Disease,10,,3.060921521,,3.114212762
2013,S08000020,,45-64 years,,All,d,Coronary Heart Disease,94,,60.28732683,,60.92245032
2013,S08000020,,65-74 years,,All,d,Coronary Heart Disease,121,,227.0126264,,237.0247871
2013,S08000020,,75plus years,,All,d,Coronary Heart Disease,447,,1032.809612,,1094.013394
2013,S08000020,,All,d,All,d,Coronary Heart Disease,672,,116.0220994,,141.1749323
2013,S08000022,,under75 years,,All,d,Coronary Heart Disease,157,,53.79770692,,50.04419544
2013,S08000022,,0-44 years,,All,d,Coronary Heart Disease,7,,4.434112259,,4.758067149
2013,S08000022,,45-64 years,,All,d,Coronary Heart Disease,64,,66.71392236,,66.8809352
2013,S08000022,,65-74 years,,All,d,Coronary Heart Disease,86,,226.1075325,,240.4515596
2013,S08000022,,75plus years,,All,d,Coronary Heart Disease,309,,1060.179785,,1132.106605
2013,S08000022,,All,d,All,d,Coronary Heart Disease,466,,145.1803851,,147.4298123
2013,S08000024,,under75 years,,All,d,Coronary Heart Disease,338,,42.8289402,,52.7287106
2013,S08000024,,0-44 years,,All,d,Coronary Heart Disease,9,,1.799452966,,1.918287649
2013,S08000024,,45-64 years,,All,d,Coronary Heart Disease,149,,68.70253646,,71.80839452
2013,S08000024,,65-74 years,,All,d,Coronary Heart Disease,180,,249.4560472,,265.8859692
2013,S08000024,,75plus years,,All,d,Coronary Heart Disease,642,,1060.561007,,1151.153528
2013,S08000024,,All,d,All,d,Coronary Heart Disease,980,,115.3321094,,151.5869441
2013,S08000025,,under75 years,,All,d,Coronary Heart Disease,,c,,c,22.53145476
2013,S08000025,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
2013,S08000025,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,14.66419005
2013,S08000025,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,158.2629854
2013,S08000025,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1228.710008
2013,S08000025,,All,d,All,d,Coronary Heart Disease,28,,129.8701299,,131.0875246
2013,S08000026,,under75 years,,All,d,Coronary Heart Disease,,c,,c,69.22136865
2013,S08000026,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
2013,S08000026,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,117.9756201
2013,S08000026,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,302.1705347
2013,S08000026,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1158.109548
2013,S08000026,,All,d,All,d,Coronary Heart Disease,32,,137.9310345,,167.2213048
2013,S08000028,,under75 years,,All,d,Coronary Heart Disease,,c,,c,31.13259204
2013,S08000028,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
2013,S08000028,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,69.98872151
2013,S08000028,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,93.17759577
2013,S08000028,,75plus years,,All,d,Coronary Heart Disease,,c,,c,759.9830701
2013,S08000028,,All,d,All,d,Coronary Heart Disease,28,,102.189781,,96.72913506
2013,S08000029,,under75 years,,All,d,Coronary Heart Disease,172,,51.05417976,,53.25960468
2013,S08000029,,0-44 years,,All,d,Coronary Heart Disease,11,,5.623923147,,6.072718788
2013,S08000029,,45-64 years,,All,d,Coronary Heart Disease,73,,71.3657249,,73.56048543
2013,S08000029,,65-74 years,,All,d,Coronary Heart Disease,88,,225.5600554,,244.6994616
2013,S08000029,,75plus years,,All,d,Coronary Heart Disease,338,,1126.554011,,1230.869438
2013,S08000029,,All,d,All,d,Coronary Heart Disease,510,,139.002453,,159.2444897
2013,S08000030,,under75 years,,All,d,Coronary Heart Disease,179,,47.87017822,,48.39460748
2013,S08000030,,0-44 years,,All,d,Coronary Heart Disease,15,,6.89835957,,7.721319963
2013,S08000030,,45-64 years,,All,d,Coronary Heart Disease,61,,54.19091192,,55.41015259
2013,S08000030,,65-74 years,,All,d,Coronary Heart Disease,103,,234.5173042,,239.8656151
2013,S08000030,,75plus years,,All,d,Coronary Heart Disease,391,,1022.703494,,1079.362425
2013,S08000030,,All,d,All,d,Coronary Heart Disease,570,,138.2958075,,141.1817111
2013,S08000031,,under75 years,,All,d,Coronary Heart Disease,593,,56.37991506,,67.3563261
2013,S08000031,,0-44 years,,All,d,Coronary Heart Disease,19,,2.921809307,,3.178005828
2013,S08000031,,45-64 years,,All,d,Coronary Heart Disease,267,,88.06736659,,93.25494048
2013,S08000031,,65-74 years,,All,d,Coronary Heart Disease,307,,312.2012732,,332.0530893
2013,S08000031,,75plus years,,All,d,Coronary Heart Disease,915,,1062.384618,,1157.495375
2013,S08000031,,All,d,All,d,Coronary Heart Disease,1508,,132.5224972,,165.4688405
2013,S08000032,,under75 years,,All,d,Coronary Heart Disease,399,,65.95477387,,72.17555295
2013,S08000032,,0-44 years,,All,d,Coronary Heart Disease,14,,3.903788348,,4.082415484
2013,S08000032,,45-64 years,,All,d,Coronary Heart Disease,170,,92.34864329,,96.52406506
2013,S08000032,,65-74 years,,All,d,Coronary Heart Disease,215,,345.3870745,,360.9178246
2013,S08000032,,75plus years,,All,d,Coronary Heart Disease,536,,1125.341172,,1300.310913
2013,S08000032,,All,d,All,d,Coronary Heart Disease,935,,143.2752571,,182.7077353
2013,S92000003,d,under75 years,,All,d,Coronary Heart Disease,2630,,53.63949041,,58.05732471
2013,S92000003,d,0-44 years,,All,d,Coronary Heart Disease,108,,3.702665027,,3.923261495
2013,S92000003,d,45-64 years,,All,d,Coronary Heart Disease,1104,,75.41066023,,77.86653676
2013,S92000003,d,65-74 years,,All,d,Coronary Heart Disease,1418,,271.4904404,,286.4664004
2013,S92000003,d,75plus years,,All,d,Coronary Heart Disease,4609,,1085.502454,,1182.726759
2013,S92000003,d,All,d,All,d,Coronary Heart Disease,7239,,135.8747677,,159.2775738
2014,S08000015,,under75 years,,All,d,Coronary Heart Disease,216,,64.07347091,,59.88491581
2014,S08000015,,0-44 years,,All,d,Coronary Heart Disease,7,,3.784540692,,3.670974915
2014,S08000015,,45-64 years,,All,d,Coronary Heart Disease,87,,80.48475878,,82.28154253
2014,S08000015,,65-74 years,,All,d,Coronary Heart Disease,122,,276.9265691,,292.4603634
2014,S08000015,,75plus years,,All,d,Coronary Heart Disease,393,,1154.965175,,1206.046599
2014,S08000015,,All,d,All,d,Coronary Heart Disease,609,,164.089023,,163.0394673
2014,S08000016,,under75 years,,All,d,Coronary Heart Disease,59,,57.57670388,,48.37700989
2014,S08000016,,0-44 years,,All,d,Coronary Heart Disease,2,,3.790606876,,3.426247165
2014,S08000016,,45-64 years,,All,d,Coronary Heart Disease,22,,62.95066957,,63.2679094
2014,S08000016,,65-74 years,,All,d,Coronary Heart Disease,35,,237.0952445,,241.970567
2014,S08000016,,75plus years,,All,d,Coronary Heart Disease,118,,1020.055325,,1107.371971
2014,S08000016,,All,d,All,d,Coronary Heart Disease,177,,155.2086987,,143.6865564
2014,S08000017,,under75 years,,All,d,Coronary Heart Disease,84,,62.65804373,,52.84649295
2014,S08000017,,0-44 years,,All,d,Coronary Heart Disease,5,,7.245011809,,7.234519988
2014,S08000017,,45-64 years,,All,d,Coronary Heart Disease,27,,59.78477481,,60.35485433
2014,S08000017,,65-74 years,,All,d,Coronary Heart Disease,52,,261.4904958,,268.4726799
2014,S08000017,,75plus years,,All,d,Coronary Heart Disease,179,,1125.856972,,1253.266568
2014,S08000017,,All,d,All,d,Coronary Heart Disease,263,,175.3801014,,160.8842997
2014,S08000019,,under75 years,,All,d,Coronary Heart Disease,132,,47.66840127,,50.19087088
2014,S08000019,,0-44 years,,All,d,Coronary Heart Disease,6,,3.711676936,,3.916440133
2014,S08000019,,45-64 years,,All,d,Coronary Heart Disease,56,,66.20794022,,69.08273295
2014,S08000019,,65-74 years,,All,d,Coronary Heart Disease,70,,228.1691059,,240.4941962
2014,S08000019,,75plus years,,All,d,Coronary Heart Disease,247,,1051.645591,,1152.48023
2014,S08000019,,All,d,All,d,Coronary Heart Disease,379,,126.1651132,,149.3969132
2014,S08000020,,under75 years,,All,d,Coronary Heart Disease,224,,41.4660469,,46.53647979
2014,S08000020,,0-44 years,,All,d,Coronary Heart Disease,8,,2.434444962,,2.547720346
2014,S08000020,,45-64 years,,All,d,Coronary Heart Disease,87,,55.57578429,,56.56108186
2014,S08000020,,65-74 years,,All,d,Coronary Heart Disease,129,,234.3707418,,247.4641993
2014,S08000020,,75plus years,,All,d,Coronary Heart Disease,478,,1085.894727,,1140.903444
2014,S08000020,,All,d,All,d,Coronary Heart Disease,702,,120.1602136,,145.0295066
2014,S08000022,,under75 years,,All,d,Coronary Heart Disease,158,,54.33717247,,48.83157526
2014,S08000022,,0-44 years,,All,d,Coronary Heart Disease,4,,2.566883354,,2.766457807
2014,S08000022,,45-64 years,,All,d,Coronary Heart Disease,54,,56.39804487,,56.14534993
2014,S08000022,,65-74 years,,All,d,Coronary Heart Disease,100,,255.1150569,,267.2793194
2014,S08000022,,75plus years,,All,d,Coronary Heart Disease,267,,891.3965212,,983.0555267
2014,S08000022,,All,d,All,d,Coronary Heart Disease,425,,132.5102111,,132.9117309
2014,S08000024,,under75 years,,All,d,Coronary Heart Disease,311,,39.04861993,,47.04467032
2014,S08000024,,0-44 years,,All,d,Coronary Heart Disease,22,,4.37359225,,4.670380677
2014,S08000024,,45-64 years,,All,d,Coronary Heart Disease,127,,57.97366079,,60.37919769
2014,S08000024,,65-74 years,,All,d,Coronary Heart Disease,162,,217.8619938,,231.3157813
2014,S08000024,,75plus years,,All,d,Coronary Heart Disease,625,,1013.34371,,1106.561887
2014,S08000024,,All,d,All,d,Coronary Heart Disease,936,,109.0756538,,142.4012198
2014,S08000025,,under75 years,,All,d,Coronary Heart Disease,,c,,c,66.35574655
2014,S08000025,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
2014,S08000025,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,61.17505031
2014,S08000025,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,420.6889622
2014,S08000025,,75plus years,,All,d,Coronary Heart Disease,,c,,c,769.2438571
2014,S08000025,,All,d,All,d,Coronary Heart Disease,30,,139.0176089,,129.6156765
2014,S08000026,,under75 years,,All,d,Coronary Heart Disease,,c,,c,44.04338472
2014,S08000026,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
2014,S08000026,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,74.92426293
2014,S08000026,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,192.6147659
2014,S08000026,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1359.080027
2014,S08000026,,All,d,All,d,Coronary Heart Disease,34,,146.4254953,,162.3966826
2014,S08000028,,under75 years,,All,d,Coronary Heart Disease,,c,,c,40.52668729
2014,S08000028,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
2014,S08000028,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,83.21100335
2014,S08000028,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,141.2225671
2014,S08000028,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1220.406424
2014,S08000028,,All,d,All,d,Coronary Heart Disease,42,,154.1284404,,146.7158636
2014,S08000029,,under75 years,,All,d,Coronary Heart Disease,185,,54.98735291,,55.08483432
