FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDischargesQF,CrudeRate,CrudeRateQF,EASR
2016/17,S08000031,,All,d,0-44 years,,Females,,Coronary Heart Disease,116,,35.20453532,,39.37154803
2016/17,S08000031,,All,d,45-64 years,,Males,,Coronary Heart Disease,3380,,2280.747923,,2298.115713
2016/17,S08000031,,All,d,45-64 years,,Females,,Coronary Heart Disease,1523,,940.4137079,,955.7230921
2016/17,S08000031,,All,d,65-74 years,,Males,,Coronary Heart Disease,2387,,4950.844153,,4998.038662
2016/17,S08000031,,All,d,65-74 years,,Females,,Coronary Heart Disease,1296,,2374.539658,,2393.328223
2016/17,S08000031,,All,d,75plus years,,Males,,Coronary Heart Disease,2021,,6053.435572,,6161.087367
2016/17,S08000031,,All,d,75plus years,,Females,,Coronary Heart Disease,2377,,4369.967276,,4303.173569
2016/17,S08000032,,All,d,0-44 years,,Males,,Coronary Heart Disease,302,,172.4128088,,188.1501333
2016/17,S08000032,,All,d,0-44 years,,Females,,Coronary Heart Disease,75,,42.60516375,,44.01799176
2016/17,S08000032,,All,d,45-64 years,,Males,,Coronary Heart Disease,2352,,2576.461309,,2608.825308
2016/17,S08000032,,All,d,45-64 years,,Females,,Coronary Heart Disease,934,,951.7598386,,962.591808
2016/17,S08000032,,All,d,65-74 years,,Males,,Coronary Heart Disease,1672,,5392.330764,,5470.065008
2016/17,S08000032,,All,d,65-74 years,,Females,,Coronary Heart Disease,743,,2132.238994,,2146.361057
2016/17,S08000032,,All,d,75plus years,,Males,,Coronary Heart Disease,1431,,7234.21465,,7449.18917
2016/17,S08000032,,All,d,75plus years,,Females,,Coronary Heart Disease,1162,,3842.846749,,3847.950423
2016/17,S92000003,d,All,d,0-44 years,,Males,,Coronary Heart Disease,1114,,76.3456608,,86.25595336
2016/17,S92000003,d,All,d,0-44 years,,Females,,Coronary Heart Disease,367,,25.21678187,,27.38290812
2016/17,S92000003,d,All,d,45-64 years,,Males,,Coronary Heart Disease,12976,,1792.280047,,1801.996266
2016/17,S92000003,d,All,d,45-64 years,,Females,,Coronary Heart Disease,4872,,634.9363565,,640.1278208
2016/17,S92000003,d,All,d,65-74 years,,Males,,Coronary Heart Disease,9916,,3737.14837,,3770.74432
2016/17,S92000003,d,All,d,65-74 years,,Females,,Coronary Heart Disease,4552,,1563.149237,,1583.221341
2016/17,S92000003,d,All,d,75plus years,,Males,,Coronary Heart Disease,8741,,4882.694671,,4912.377815
2016/17,S92000003,d,All,d,75plus years,,Females,,Coronary Heart Disease,7719,,2931.759397,,2902.653106
2016/17,S08000015,,Elective,,0-44 years,,Males,,Coronary Heart Disease,14,,15.60705885,,18.01081943
2016/17,S08000015,,Elective,,0-44 years,,Females,,Coronary Heart Disease,8,,8.742978296,,9.384790333
2016/17,S08000015,,Elective,,45-64 years,,Males,,Coronary Heart Disease,330,,637.0041502,,628.5914017
2016/17,S08000015,,Elective,,45-64 years,,Females,,Coronary Heart Disease,112,,195.9789323,,195.0509388
2016/17,S08000015,,Elective,,65-74 years,,Males,,Coronary Heart Disease,236,,1092.188078,,1096.486432
2016/17,S08000015,,Elective,,65-74 years,,Females,,Coronary Heart Disease,89,,373.0092205,,375.4064624
2016/17,S08000015,,Elective,,75plus years,,Males,,Coronary Heart Disease,120,,828.3860279,,784.0427358
2016/17,S08000015,,Elective,,75plus years,,Females,,Coronary Heart Disease,66,,322.7857387,,329.7144363
2016/17,S08000016,,Elective,,0-44 years,,Males,,Coronary Heart Disease,1,,3.891807745,,3.960575302
2016/17,S08000016,,Elective,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016/17,S08000016,,Elective,,45-64 years,,Males,,Coronary Heart Disease,57,,330.0712259,,323.0764156
2016/17,S08000016,,Elective,,45-64 years,,Females,,Coronary Heart Disease,14,,77.68283209,,76.83827502
2016/17,S08000016,,Elective,,65-74 years,,Males,,Coronary Heart Disease,40,,530.6447334,,516.5373271
2016/17,S08000016,,Elective,,65-74 years,,Females,,Coronary Heart Disease,14,,176.924049,,182.5448595
2016/17,S08000016,,Elective,,75plus years,,Males,,Coronary Heart Disease,20,,398.8831272,,375.7899162
2016/17,S08000016,,Elective,,75plus years,,Females,,Coronary Heart Disease,8,,118.0289171,,121.031746
2016/17,S08000017,,Elective,,0-44 years,,Males,,Coronary Heart Disease,3,,8.925383792,,10.64406724
2016/17,S08000017,,Elective,,0-44 years,,Females,,Coronary Heart Disease,2,,5.912611601,,6.093049571
2016/17,S08000017,,Elective,,45-64 years,,Males,,Coronary Heart Disease,100,,459.6010663,,443.6004055
2016/17,S08000017,,Elective,,45-64 years,,Females,,Coronary Heart Disease,27,,115.3008498,,113.9194202
2016/17,S08000017,,Elective,,65-74 years,,Males,,Coronary Heart Disease,79,,790.3161265,,781.1899629
2016/17,S08000017,,Elective,,65-74 years,,Females,,Coronary Heart Disease,30,,286.6424613,,288.146935
2016/17,S08000017,,Elective,,75plus years,,Males,,Coronary Heart Disease,47,,655.7834519,,620.8419048
2016/17,S08000017,,Elective,,75plus years,,Females,,Coronary Heart Disease,21,,226.341884,,237.563947
2016/17,S08000019,,Elective,,0-44 years,,Males,,Coronary Heart Disease,9,,11.17262954,,12.3391002
2016/17,S08000019,,Elective,,0-44 years,,Females,,Coronary Heart Disease,2,,2.466243295,,2.469606204
2016/17,S08000019,,Elective,,45-64 years,,Males,,Coronary Heart Disease,156,,368.6374592,,378.7259296
2016/17,S08000019,,Elective,,45-64 years,,Females,,Coronary Heart Disease,38,,86.26952416,,87.80640606
2016/17,S08000019,,Elective,,65-74 years,,Males,,Coronary Heart Disease,103,,670.0930323,,686.9372803
2016/17,S08000019,,Elective,,65-74 years,,Females,,Coronary Heart Disease,37,,219.7280124,,226.6245868
2016/17,S08000019,,Elective,,75plus years,,Males,,Coronary Heart Disease,59,,588.1766524,,553.2427019
2016/17,S08000019,,Elective,,75plus years,,Females,,Coronary Heart Disease,23,,161.6985377,,163.5474294
2016/17,S08000020,,Elective,,0-44 years,,Males,,Coronary Heart Disease,16,,9.561543472,,10.48164614
2016/17,S08000020,,Elective,,0-44 years,,Females,,Coronary Heart Disease,3,,1.866577071,,2.043986591
2016/17,S08000020,,Elective,,45-64 years,,Males,,Coronary Heart Disease,258,,329.455632,,332.7463317
2016/17,S08000020,,Elective,,45-64 years,,Females,,Coronary Heart Disease,74,,93.23069558,,94.41633494
2016/17,S08000020,,Elective,,65-74 years,,Males,,Coronary Heart Disease,273,,976.8140833,,973.9353249
2016/17,S08000020,,Elective,,65-74 years,,Females,,Coronary Heart Disease,112,,378.813502,,385.7009012
2016/17,S08000020,,Elective,,75plus years,,Males,,Coronary Heart Disease,158,,851.7979406,,812.7689141
2016/17,S08000020,,Elective,,75plus years,,Females,,Coronary Heart Disease,75,,285.2361756,,294.9582748
2016/17,S08000022,,Elective,,0-44 years,,Males,,Coronary Heart Disease,7,,8.883023274,,10.00624225
2016/17,S08000022,,Elective,,0-44 years,,Females,,Coronary Heart Disease,1,,1.323136362,,1.298503753
2016/17,S08000022,,Elective,,45-64 years,,Males,,Coronary Heart Disease,193,,413.7724037,,403.2553594
2016/17,S08000022,,Elective,,45-64 years,,Females,,Coronary Heart Disease,78,,158.3949314,,156.7962327
2016/17,S08000022,,Elective,,65-74 years,,Males,,Coronary Heart Disease,181,,907.1317596,,920.2069842
2016/17,S08000022,,Elective,,65-74 years,,Females,,Coronary Heart Disease,64,,306.9544365,,306.2421198
2016/17,S08000022,,Elective,,75plus years,,Males,,Coronary Heart Disease,76,,595.3313489,,565.4231104
2016/17,S08000022,,Elective,,75plus years,,Females,,Coronary Heart Disease,34,,188.2300836,,194.0869955
2016/17,S08000024,,Elective,,0-44 years,,Males,,Coronary Heart Disease,13,,5.091549985,,5.747736968
2016/17,S08000024,,Elective,,0-44 years,,Females,,Coronary Heart Disease,2,,0.770659453,,0.896594478
2016/17,S08000024,,Elective,,45-64 years,,Males,,Coronary Heart Disease,246,,223.9132018,,229.6704402
2016/17,S08000024,,Elective,,45-64 years,,Females,,Coronary Heart Disease,78,,68.46429324,,70.77928389
2016/17,S08000024,,Elective,,65-74 years,,Males,,Coronary Heart Disease,187,,507.8347772,,508.4848724
2016/17,S08000024,,Elective,,65-74 years,,Females,,Coronary Heart Disease,74,,178.7223765,,183.2741132
2016/17,S08000024,,Elective,,75plus years,,Males,,Coronary Heart Disease,115,,452.2573541,,445.2048718
2016/17,S08000024,,Elective,,75plus years,,Females,,Coronary Heart Disease,68,,180.3283036,,183.3583474
2016/17,S08000025,,Elective,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,20.84077647
2016/17,S08000025,,Elective,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016/17,S08000025,,Elective,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,295.1144704
2016/17,S08000025,,Elective,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,92.08830385
2016/17,S08000025,,Elective,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,993.3531514
2016/17,S08000025,,Elective,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,210.2414169
2016/17,S08000025,,Elective,,75plus years,,Males,,Coronary Heart Disease,,c,,c,402.2216761
2016/17,S08000025,,Elective,,75plus years,,Females,,Coronary Heart Disease,,c,,c,178.4917448
2016/17,S08000026,,Elective,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,18.20640866
2016/17,S08000026,,Elective,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016/17,S08000026,,Elective,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,206.7662632
2016/17,S08000026,,Elective,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,61.62734898
2016/17,S08000026,,Elective,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,1228.659528
2016/17,S08000026,,Elective,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,153.3849264
2016/17,S08000026,,Elective,,75plus years,,Males,,Coronary Heart Disease,,c,,c,574.4064242
2016/17,S08000026,,Elective,,75plus years,,Females,,Coronary Heart Disease,,c,,c,675.488433
2016/17,S08000028,,Elective,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,31.77196805
2016/17,S08000028,,Elective,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016/17,S08000028,,Elective,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,235.1716249
2016/17,S08000028,,Elective,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,73.40006282
2016/17,S08000028,,Elective,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,770.2957026
2016/17,S08000028,,Elective,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,276.776422
2016/17,S08000028,,Elective,,75plus years,,Males,,Coronary Heart Disease,,c,,c,387.4973982
2016/17,S08000028,,Elective,,75plus years,,Females,,Coronary Heart Disease,,c,,c,225.1309742
2016/17,S08000029,,Elective,,0-44 years,,Males,,Coronary Heart Disease,8,,8.346287467,,9.247806605
2016/17,S08000029,,Elective,,0-44 years,,Females,,Coronary Heart Disease,5,,5.153735943,,5.659767327
2016/17,S08000029,,Elective,,45-64 years,,Males,,Coronary Heart Disease,129,,255.5973846,,256.6197016
2016/17,S08000029,,Elective,,45-64 years,,Females,,Coronary Heart Disease,47,,88.12389845,,88.37966656
2016/17,S08000029,,Elective,,65-74 years,,Males,,Coronary Heart Disease,106,,526.0545906,,520.8146884
2016/17,S08000029,,Elective,,65-74 years,,Females,,Coronary Heart Disease,43,,195.7659913,,195.2350632
2016/17,S08000029,,Elective,,75plus years,,Males,,Coronary Heart Disease,54,,412.8124761,,394.0794618
2016/17,S08000029,,Elective,,75plus years,,Females,,Coronary Heart Disease,27,,146.2463438,,152.5563693
2016/17,S08000030,,Elective,,0-44 years,,Males,,Coronary Heart Disease,5,,4.618041766,,5.378320753
2016/17,S08000030,,Elective,,0-44 years,,Females,,Coronary Heart Disease,1,,0.931749359,,0.811444615
2016/17,S08000030,,Elective,,45-64 years,,Males,,Coronary Heart Disease,212,,383.4813595,,381.3522626
2016/17,S08000030,,Elective,,45-64 years,,Females,,Coronary Heart Disease,43,,73.85651226,,73.7346415
2016/17,S08000030,,Elective,,65-74 years,,Males,,Coronary Heart Disease,165,,741.7730624,,741.1642729
2016/17,S08000030,,Elective,,65-74 years,,Females,,Coronary Heart Disease,61,,249.8259409,,255.1667352
2016/17,S08000030,,Elective,,75plus years,,Males,,Coronary Heart Disease,119,,727.1616254,,697.4631152
2016/17,S08000030,,Elective,,75plus years,,Females,,Coronary Heart Disease,56,,239.8903358,,254.7797598
2016/17,S08000031,,Elective,,0-44 years,,Males,,Coronary Heart Disease,44,,13.28715042,,16.11507933
2016/17,S08000031,,Elective,,0-44 years,,Females,,Coronary Heart Disease,13,,3.945335854,,4.509597758
2016/17,S08000031,,Elective,,45-64 years,,Males,,Coronary Heart Disease,749,,505.4083416,,509.7364789
2016/17,S08000031,,Elective,,45-64 years,,Females,,Coronary Heart Disease,276,,170.4229701,,171.8094053
2016/17,S08000031,,Elective,,65-74 years,,Males,,Coronary Heart Disease,507,,1051.561787,,1053.534705
2016/17,S08000031,,Elective,,65-74 years,,Females,,Coronary Heart Disease,187,,342.6226204,,342.4083107
2016/17,S08000031,,Elective,,75plus years,,Males,,Coronary Heart Disease,221,,661.9541125,,637.2025781
2016/17,S08000031,,Elective,,75plus years,,Females,,Coronary Heart Disease,178,,327.2419752,,337.836784
2016/17,S08000032,,Elective,,0-44 years,,Males,,Coronary Heart Disease,24,,13.70168017,,15.00860785
2016/17,S08000032,,Elective,,0-44 years,,Females,,Coronary Heart Disease,4,,2.2722754,,2.318166416
2016/17,S08000032,,Elective,,45-64 years,,Males,,Coronary Heart Disease,394,,431.6010867,,438.7517538
2016/17,S08000032,,Elective,,45-64 years,,Females,,Coronary Heart Disease,146,,148.7761632,,150.5883033
2016/17,S08000032,,Elective,,65-74 years,,Males,,Coronary Heart Disease,268,,864.3209598,,863.4005712
2016/17,S08000032,,Elective,,65-74 years,,Females,,Coronary Heart Disease,126,,361.5910004,,366.3076133
2016/17,S08000032,,Elective,,75plus years,,Males,,Coronary Heart Disease,146,,738.0819979,,684.6266448
2016/17,S08000032,,Elective,,75plus years,,Females,,Coronary Heart Disease,83,,274.4890535,,276.0136179
2016/17,S92000003,d,Elective,,0-44 years,,Males,,Coronary Heart Disease,148,,10.14287056,,11.56673114
2016/17,S92000003,d,Elective,,0-44 years,,Females,,Coronary Heart Disease,41,,2.81713367,,3.046059115
2016/17,S92000003,d,Elective,,45-64 years,,Males,,Coronary Heart Disease,2851,,393.7877938,,396.4882435
2016/17,S92000003,d,Elective,,45-64 years,,Females,,Coronary Heart Disease,941,,122.6344646,,123.6746523
2016/17,S92000003,d,Elective,,65-74 years,,Males,,Coronary Heart Disease,2188,,824.614828,,826.260646
2016/17,S92000003,d,Elective,,65-74 years,,Females,,Coronary Heart Disease,847,,290.8583928,,293.7949404
2016/17,S92000003,d,Elective,,75plus years,,Males,,Coronary Heart Disease,1149,,641.8277287,,612.0339273
2016/17,S92000003,d,Elective,,75plus years,,Females,,Coronary Heart Disease,652,,247.6366274,,254.7979992
2016/17,S08000015,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,38,,42.36201688,,48.90895044
2016/17,S08000015,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,21,,22.95031803,,24.33911652
2016/17,S08000015,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,369,,712.2864588,,706.0109026
2016/17,S08000015,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,196,,342.9631315,,341.6193014
2016/17,S08000015,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,269,,1244.909293,,1245.643658
2016/17,S08000015,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,171,,716.680637,,724.2308509
2016/17,S08000015,,Emergency,,75plus years,,Males,,Coronary Heart Disease,280,,1932.900732,,2010.619011
2016/17,S08000015,,Emergency,,75plus years,,Females,,Coronary Heart Disease,264,,1291.142955,,1277.322197
2016/17,S08000016,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,5,,19.45903872,,20.81466905
2016/17,S08000016,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,1,,3.802136801,,3.54469865
2016/17,S08000016,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,89,,515.3743703,,504.8498255
2016/17,S08000016,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,40,,221.9509488,,220.5842826
2016/17,S08000016,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,67,,888.8299284,,890.5710419
2016/17,S08000016,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,23,,290.6609377,,300.3151187
2016/17,S08000016,,Emergency,,75plus years,,Males,,Coronary Heart Disease,102,,2034.303949,,2064.989838
2016/17,S08000016,,Emergency,,75plus years,,Females,,Coronary Heart Disease,94,,1386.839776,,1371.251999
2016/17,S08000017,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,6,,17.85076758,,21.28813447
2016/17,S08000017,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,3,,8.868917401,,9.139574357
2016/17,S08000017,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,112,,514.7531942,,501.7413562
2016/17,S08000017,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,21,,89.67843874,,87.99597123
2016/17,S08000017,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,79,,790.3161265,,795.1113533
2016/17,S08000017,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,44,,420.4089432,,420.9575309
2016/17,S08000017,,Emergency,,75plus years,,Males,,Coronary Heart Disease,99,,1381.331101,,1435.664562
2016/17,S08000017,,Emergency,,75plus years,,Females,,Coronary Heart Disease,91,,980.8148308,,969.0016153
2016/17,S08000019,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,20,,24.82806565,,27.10699917
2016/17,S08000019,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,5,,6.165608237,,6.509941816
2016/17,S08000019,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,278,,656.9308568,,666.4234366
2016/17,S08000019,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,89,,202.0523066,,206.2839147
2016/17,S08000019,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,186,,1210.070913,,1231.117759
2016/17,S08000019,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,62,,368.1928856,,381.2060753
2016/17,S08000019,,Emergency,,75plus years,,Males,,Coronary Heart Disease,163,,1624.962616,,1614.042234
2016/17,S08000019,,Emergency,,75plus years,,Females,,Coronary Heart Disease,137,,963.1608549,,955.5024555
2016/17,S08000020,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,20,,11.95192934,,13.06512938
2016/17,S08000020,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,10,,6.22192357,,6.895258506
2016/17,S08000020,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,270,,344.7791498,,346.4524688
2016/17,S08000020,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,105,,132.2867978,,133.4088878
2016/17,S08000020,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,200,,715.614713,,728.0284555
2016/17,S08000020,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,101,,341.6086045,,353.7150234
2016/17,S08000020,,Emergency,,75plus years,,Males,,Coronary Heart Disease,242,,1304.652542,,1350.59769
2016/17,S08000020,,Emergency,,75plus years,,Females,,Coronary Heart Disease,245,,931.7715068,,915.1191149
2016/17,S08000022,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,14,,17.76604655,,20.02662335
2016/17,S08000022,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,3,,3.969409087,,4.153338723
2016/17,S08000022,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,220,,471.6576623,,465.8619246
2016/17,S08000022,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,88,,178.7019738,,176.8738705
2016/17,S08000022,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,196,,982.3084248,,984.7189249
2016/17,S08000022,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,66,,316.5467626,,330.7845497
2016/17,S08000022,,Emergency,,75plus years,,Males,,Coronary Heart Disease,183,,1433.495222,,1425.747529
2016/17,S08000022,,Emergency,,75plus years,,Females,,Coronary Heart Disease,152,,841.4991973,,831.002361
2016/17,S08000024,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,51,,19.97454225,,21.76441781
2016/17,S08000024,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,15,,5.7799459,,6.600920953
2016/17,S08000024,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,395,,359.5354256,,365.2364896
2016/17,S08000024,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,154,,135.1730918,,138.5755494
2016/17,S08000024,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,253,,687.0705809,,690.6638321
2016/17,S08000024,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,160,,386.4267601,,395.4551455
2016/17,S08000024,,Emergency,,75plus years,,Males,,Coronary Heart Disease,307,,1207.330502,,1242.648451
2016/17,S08000024,,Emergency,,75plus years,,Females,,Coronary Heart Disease,310,,822.0849134,,793.060692
2016/17,S08000025,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,24.18463239
2016/17,S08000025,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016/17,S08000025,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,628.474005
2016/17,S08000025,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,60.37735849
2016/17,S08000025,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,1458.29854
2016/17,S08000025,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,702.2243222
2016/17,S08000025,,Emergency,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1452.4256
2016/17,S08000025,,Emergency,,75plus years,,Females,,Coronary Heart Disease,,c,,c,818.1497862
2016/17,S08000026,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2016/17,S08000026,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016/17,S08000026,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,205.3328019
2016/17,S08000026,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,124.2456002
2016/17,S08000026,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,1686.882451
2016/17,S08000026,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,383.4623161
2016/17,S08000026,,Emergency,,75plus years,,Males,,Coronary Heart Disease,,c,,c,2413.805547
2016/17,S08000026,,Emergency,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1347.016988
2016/17,S08000028,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,18.125793
2016/17,S08000028,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,31.38731952
2016/17,S08000028,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,356.9677074
2016/17,S08000028,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,100.5457652
2016/17,S08000028,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,570.7492174
2016/17,S08000028,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,344.4472456
2016/17,S08000028,,Emergency,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1246.714
2016/17,S08000028,,Emergency,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1094.973627
2016/17,S08000029,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,22,,22.95229053,,26.35010741
2016/17,S08000029,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,8,,8.245977509,,9.068455708
2016/17,S08000029,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,304,,602.3380226,,604.6330939
2016/17,S08000029,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,118,,221.2472344,,221.9292306
2016/17,S08000029,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,189,,937.9652605,,959.2812947
2016/17,S08000029,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,94,,427.9535625,,432.6820851
2016/17,S08000029,,Emergency,,75plus years,,Males,,Coronary Heart Disease,208,,1590.092501,,1558.713053
2016/17,S08000029,,Emergency,,75plus years,,Females,,Coronary Heart Disease,176,,953.3095006,,950.661962
2016/17,S08000030,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,23,,21.24299212,,25.46741886
2016/17,S08000030,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,4,,3.726997438,,4.244237689
2016/17,S08000030,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,273,,493.8226941,,490.8170949
2016/17,S08000030,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,94,,161.453771,,159.4845859
2016/17,S08000030,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,218,,980.0395612,,999.0978608
2016/17,S08000030,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,102,,417.7417373,,419.9070031
2016/17,S08000030,,Emergency,,75plus years,,Males,,Coronary Heart Disease,267,,1631.530706,,1621.813838
2016/17,S08000030,,Emergency,,75plus years,,Females,,Coronary Heart Disease,220,,942.4263194,,920.5572989
2016/17,S08000031,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,93,,28.0842043,,33.44266966
2016/17,S08000031,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,32,,9.711595949,,10.86869501
2016/17,S08000031,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,826,,557.3662085,,561.2618873
2016/17,S08000031,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,390,,240.8150664,,244.1785778
2016/17,S08000031,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,454,,941.6352097,,945.6254996
2016/17,S08000031,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,304,,556.990784,,557.609291
2016/17,S08000031,,Emergency,,75plus years,,Males,,Coronary Heart Disease,501,,1500.629006,,1527.407826
2016/17,S08000031,,Emergency,,75plus years,,Females,,Coronary Heart Disease,628,,1154.539104,,1121.923282
2016/17,S08000032,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,74,,42.24684719,,46.07955217
2016/17,S08000032,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,20,,11.361377,,11.8077945
2016/17,S08000032,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,520,,569.6257997,,575.411781
2016/17,S08000032,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,224,,228.2593189,,230.0257056
2016/17,S08000032,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,313,,1009.449479,,1028.982875
2016/17,S08000032,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,161,,462.032945,,461.3292006
2016/17,S08000032,,Emergency,,75plus years,,Males,,Coronary Heart Disease,369,,1865.426419,,1962.300064
2016/17,S08000032,,Emergency,,75plus years,,Females,,Coronary Heart Disease,320,,1058.27105,,1058.782649
2016/17,S92000003,d,Emergency,,0-44 years,,Males,,Coronary Heart Disease,368,,25.22011057,,28.48320952
2016/17,S92000003,d,Emergency,,0-44 years,,Females,,Coronary Heart Disease,124,,8.520111586,,9.279818153
2016/17,S92000003,d,Emergency,,45-64 years,,Males,,Coronary Heart Disease,3699,,510.9158363,,513.0303976
2016/17,S92000003,d,Emergency,,45-64 years,,Females,,Coronary Heart Disease,1529,,199.2647145,,200.5551214
2016/17,S92000003,d,Emergency,,65-74 years,,Males,,Coronary Heart Disease,2475,,932.7795701,,942.775858
