FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDischargesQF,CrudeRate,CrudeRateQF,EASR
2020/21,S08000022,,Elective,,45-64 years,,All,d,Heart Attack,4,,4.217540752,,3.786862849
2020/21,S08000022,,Elective,,65-74 years,,All,d,Heart Attack,2,,4.711092267,,4.731292427
2020/21,S08000022,,Elective,,75plus years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000022,,Elective,,All,d,All,d,Heart Attack,6,,1.869974444,,1.50030436
2020/21,S08000024,,Elective,,under75 years,,All,d,Heart Attack,13,,1.537684507,,1.761173852
2020/21,S08000024,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000024,,Elective,,45-64 years,,All,d,Heart Attack,7,,3.036863181,,3.157878705
2020/21,S08000024,,Elective,,65-74 years,,All,d,Heart Attack,6,,7.178665008,,7.293622363
2020/21,S08000024,,Elective,,75plus years,,All,d,Heart Attack,3,,4.473405604,,4.571494569
2020/21,S08000024,,Elective,,All,d,All,d,Heart Attack,16,,1.753443873,,2.014102716
2020/21,S08000025,,Elective,,under75 years,,All,d,Heart Attack,,c,,c,4.072324483
2020/21,S08000025,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000025,,Elective,,45-64 years,,All,d,Heart Attack,,c,,c,13.9842086
2020/21,S08000025,,Elective,,65-74 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000025,,Elective,,75plus years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000025,,Elective,,All,d,All,d,Heart Attack,1,,4.464285714,,3.705815279
2020/21,S08000026,,Elective,,under75 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000026,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000026,,Elective,,45-64 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000026,,Elective,,65-74 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000026,,Elective,,75plus years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000026,,Elective,,All,d,All,d,Heart Attack,0,,0,,0
2020/21,S08000028,,Elective,,under75 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000028,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000028,,Elective,,45-64 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000028,,Elective,,65-74 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000028,,Elective,,75plus years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000028,,Elective,,All,d,All,d,Heart Attack,0,,0,,0
2020/21,S08000029,,Elective,,under75 years,,All,d,Heart Attack,19,,5.596036828,,5.380011929
2020/21,S08000029,,Elective,,0-44 years,,All,d,Heart Attack,2,,1.043612569,,1.20377549
2020/21,S08000029,,Elective,,45-64 years,,All,d,Heart Attack,13,,12.4617759,,12.37598665
2020/21,S08000029,,Elective,,65-74 years,,All,d,Heart Attack,4,,9.181682543,,9.201291692
2020/21,S08000029,,Elective,,75plus years,,All,d,Heart Attack,5,,14.44919662,,14.98845598
2020/21,S08000029,,Elective,,All,d,All,d,Heart Attack,24,,6.414882527,,6.244771894
2020/21,S08000030,,Elective,,under75 years,,All,d,Heart Attack,14,,3.735564711,,3.51813089
2020/21,S08000030,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000030,,Elective,,45-64 years,,All,d,Heart Attack,7,,6.258605583,,6.523652701
2020/21,S08000030,,Elective,,65-74 years,,All,d,Heart Attack,7,,14.39618295,,14.0260109
2020/21,S08000030,,Elective,,75plus years,,All,d,Heart Attack,4,,9.57533394,,10.91194508
2020/21,S08000030,,Elective,,All,d,All,d,Heart Attack,18,,4.321209939,,4.183574167
2020/21,S08000031,,Elective,,under75 years,,All,d,Heart Attack,27,,2.462941847,,2.713984899
2020/21,S08000031,,Elective,,0-44 years,,All,d,Heart Attack,3,,0.441776767,,0.554349507
2020/21,S08000031,,Elective,,45-64 years,,All,d,Heart Attack,20,,6.475614455,,6.653448662
2020/21,S08000031,,Elective,,65-74 years,,All,d,Heart Attack,4,,3.692659915,,3.878225039
2020/21,S08000031,,Elective,,75plus years,,All,d,Heart Attack,10,,11.23721766,,11.4236832
2020/21,S08000031,,Elective,,All,d,All,d,Heart Attack,37,,3.12173062,,3.497857746
2020/21,S08000032,,Elective,,under75 years,,All,d,Heart Attack,19,,3.120570637,,3.067348931
2020/21,S08000032,,Elective,,0-44 years,,All,d,Heart Attack,1,,0.287302659,,0.325800818
2020/21,S08000032,,Elective,,45-64 years,,All,d,Heart Attack,11,,5.771127573,,5.72790568
2020/21,S08000032,,Elective,,65-74 years,,All,d,Heart Attack,7,,9.97236231,,10.45200076
2020/21,S08000032,,Elective,,75plus years,,All,d,Heart Attack,6,,11.30007345,,12.43197729
2020/21,S08000032,,Elective,,All,d,All,d,Heart Attack,25,,3.776663242,,3.910165483
2020/21,S92000003,d,Elective,,under75 years,,All,d,Heart Attack,134,,2.682047475,,2.677636529
2020/21,S92000003,d,Elective,,0-44 years,,All,d,Heart Attack,8,,0.274445363,,0.322354396
2020/21,S92000003,d,Elective,,45-64 years,,All,d,Heart Attack,84,,5.618917021,,5.634465345
2020/21,S92000003,d,Elective,,65-74 years,,All,d,Heart Attack,42,,7.164020243,,7.328043346
2020/21,S92000003,d,Elective,,75plus years,,All,d,Heart Attack,33,,7.024011477,,7.477943496
2020/21,S92000003,d,Elective,,All,d,All,d,Heart Attack,167,,3.05525064,,3.109664156
2020/21,S08000015,,Emergency,,under75 years,,All,d,Heart Attack,595,,180.1152738,,157.2100968
2020/21,S08000015,,Emergency,,0-44 years,,All,d,Heart Attack,24,,13.69503441,,16.29391232
2020/21,S08000015,,Emergency,,45-64 years,,All,d,Heart Attack,317,,294.2760068,,291.05598
2020/21,S08000015,,Emergency,,65-74 years,,All,d,Heart Attack,254,,536.1364404,,544.1203878
2020/21,S08000015,,Emergency,,75plus years,,All,d,Heart Attack,288,,765.0215162,,819.5264824
2020/21,S08000015,,Emergency,,All,d,All,d,Heart Attack,883,,239.9521726,,216.8185715
2020/21,S08000016,,Emergency,,under75 years,,All,d,Heart Attack,188,,183.6780554,,151.7065348
2020/21,S08000016,,Emergency,,0-44 years,,All,d,Heart Attack,11,,21.56017248,,25.44496765
2020/21,S08000016,,Emergency,,45-64 years,,All,d,Heart Attack,93,,264.6857923,,265.1522719
2020/21,S08000016,,Emergency,,65-74 years,,All,d,Heart Attack,84,,518.6145583,,514.7363055
2020/21,S08000016,,Emergency,,75plus years,,All,d,Heart Attack,128,,993.2490106,,1067.381089
2020/21,S08000016,,Emergency,,All,d,All,d,Heart Attack,316,,274.2103436,,234.1172447
2020/21,S08000017,,Emergency,,under75 years,,All,d,Heart Attack,214,,164.0186092,,130.3604094
2020/21,S08000017,,Emergency,,0-44 years,,All,d,Heart Attack,7,,10.70270931,,12.49153089
2020/21,S08000017,,Emergency,,45-64 years,,All,d,Heart Attack,114,,260.1076937,,249.8802804
2020/21,S08000017,,Emergency,,65-74 years,,All,d,Heart Attack,93,,437.8324938,,434.8978244
2020/21,S08000017,,Emergency,,75plus years,,All,d,Heart Attack,120,,673.5140596,,686.6593323
2020/21,S08000017,,Emergency,,All,d,All,d,Heart Attack,334,,225.2343381,,180.4273124
2020/21,S08000019,,Emergency,,under75 years,,All,d,Heart Attack,482,,172.3533745,,165.2468891
2020/21,S08000019,,Emergency,,0-44 years,,All,d,Heart Attack,31,,19.57503236,,21.89070232
2020/21,S08000019,,Emergency,,45-64 years,,All,d,Heart Attack,279,,317.7025211,,316.2137062
2020/21,S08000019,,Emergency,,65-74 years,,All,d,Heart Attack,172,,513.8162808,,521.4957877
2020/21,S08000019,,Emergency,,75plus years,,All,d,Heart Attack,217,,825.9744214,,858.4390319
2020/21,S08000019,,Emergency,,All,d,All,d,Heart Attack,699,,228.48364,,227.634182
2020/21,S08000020,,Emergency,,under75 years,,All,d,Heart Attack,604,,112.3440854,,112.0565632
2020/21,S08000020,,Emergency,,0-44 years,,All,d,Heart Attack,27,,8.505571149,,9.166140694
2020/21,S08000020,,Emergency,,45-64 years,,All,d,Heart Attack,336,,212.2243767,,210.4027535
2020/21,S08000020,,Emergency,,65-74 years,,All,d,Heart Attack,241,,389.513835,,393.0002562
2020/21,S08000020,,Emergency,,75plus years,,All,d,Heart Attack,339,,707.4881042,,737.6434356
2020/21,S08000020,,Emergency,,All,d,All,d,Heart Attack,943,,161.0451712,,168.3593818
2020/21,S08000022,,Emergency,,under75 years,,All,d,Heart Attack,389,,135.5542391,,116.0032359
2020/21,S08000022,,Emergency,,0-44 years,,All,d,Heart Attack,24,,16.03474194,,17.40928536
2020/21,S08000022,,Emergency,,45-64 years,,All,d,Heart Attack,192,,202.4419561,,200.1303283
2020/21,S08000022,,Emergency,,65-74 years,,All,d,Heart Attack,173,,407.5094811,,410.7370817
2020/21,S08000022,,Emergency,,75plus years,,All,d,Heart Attack,246,,725.8778401,,743.1189925
2020/21,S08000022,,Emergency,,All,d,All,d,Heart Attack,635,,197.9056286,,172.443654
2020/21,S08000024,,Emergency,,under75 years,,All,d,Heart Attack,890,,105.272247,,117.0692625
2020/21,S08000024,,Emergency,,0-44 years,,All,d,Heart Attack,45,,8.469073766,,9.105362509
2020/21,S08000024,,Emergency,,45-64 years,,All,d,Heart Attack,523,,226.8970634,,227.8605963
2020/21,S08000024,,Emergency,,65-74 years,,All,d,Heart Attack,322,,385.2550221,,392.6959536
2020/21,S08000024,,Emergency,,75plus years,,All,d,Heart Attack,454,,676.9753814,,697.4022067
2020/21,S08000024,,Emergency,,All,d,All,d,Heart Attack,1344,,147.2892854,,169.2992275
2020/21,S08000025,,Emergency,,under75 years,,All,d,Heart Attack,,c,,c,101.2708899
2020/21,S08000025,,Emergency,,0-44 years,,All,d,Heart Attack,,c,,c,22.0834122
2020/21,S08000025,,Emergency,,45-64 years,,All,d,Heart Attack,,c,,c,261.4650795
2020/21,S08000025,,Emergency,,65-74 years,,All,d,Heart Attack,,c,,c,104.2211536
2020/21,S08000025,,Emergency,,75plus years,,All,d,Heart Attack,,c,,c,1564.862557
2020/21,S08000025,,Emergency,,All,d,All,d,Heart Attack,59,,263.3928571,,232.9941399
2020/21,S08000026,,Emergency,,under75 years,,All,d,Heart Attack,,c,,c,185.8235109
2020/21,S08000026,,Emergency,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000026,,Emergency,,45-64 years,,All,d,Heart Attack,,c,,c,342.9230139
2020/21,S08000026,,Emergency,,65-74 years,,All,d,Heart Attack,,c,,c,744.9980597
2020/21,S08000026,,Emergency,,75plus years,,All,d,Heart Attack,,c,,c,460.1379822
2020/21,S08000026,,Emergency,,All,d,All,d,Heart Attack,53,,231.7446436,,210.5118133
2020/21,S08000028,,Emergency,,under75 years,,All,d,Heart Attack,,c,,c,132.2400642
2020/21,S08000028,,Emergency,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000028,,Emergency,,45-64 years,,All,d,Heart Attack,,c,,c,209.4195808
2020/21,S08000028,,Emergency,,65-74 years,,All,d,Heart Attack,,c,,c,617.5454239
2020/21,S08000028,,Emergency,,75plus years,,All,d,Heart Attack,,c,,c,829.7668967
2020/21,S08000028,,Emergency,,All,d,All,d,Heart Attack,66,,249.0566038,,195.0174791
2020/21,S08000029,,Emergency,,under75 years,,All,d,Heart Attack,594,,174.9497829,,164.5685546
2020/21,S08000029,,Emergency,,0-44 years,,All,d,Heart Attack,27,,14.08876969,,16.29146097
2020/21,S08000029,,Emergency,,45-64 years,,All,d,Heart Attack,322,,308.668603,,303.7570665
2020/21,S08000029,,Emergency,,65-74 years,,All,d,Heart Attack,245,,562.3780558,,575.8511725
2020/21,S08000029,,Emergency,,75plus years,,All,d,Heart Attack,244,,705.1207953,,727.4513088
2020/21,S08000029,,Emergency,,All,d,All,d,Heart Attack,838,,223.9863149,,215.2280025
2020/21,S08000030,,Emergency,,under75 years,,All,d,Heart Attack,488,,130.2111128,,122.7043707
2020/21,S08000030,,Emergency,,0-44 years,,All,d,Heart Attack,21,,9.799072354,,11.28118182
2020/21,S08000030,,Emergency,,45-64 years,,All,d,Heart Attack,257,,229.7802335,,224.7181312
2020/21,S08000030,,Emergency,,65-74 years,,All,d,Heart Attack,210,,431.8854886,,438.2746136
2020/21,S08000030,,Emergency,,75plus years,,All,d,Heart Attack,249,,596.0645378,,608.0135684
2020/21,S08000030,,Emergency,,All,d,All,d,Heart Attack,737,,176.9295403,,166.3821985
2020/21,S08000031,,Emergency,,under75 years,,All,d,Heart Attack,1185,,108.0957811,,117.4763718
2020/21,S08000031,,Emergency,,0-44 years,,All,d,Heart Attack,83,,12.22249056,,13.75048433
2020/21,S08000031,,Emergency,,45-64 years,,All,d,Heart Attack,682,,220.8184529,,219.9642267
2020/21,S08000031,,Emergency,,65-74 years,,All,d,Heart Attack,420,,387.7292911,,392.263969
2020/21,S08000031,,Emergency,,75plus years,,All,d,Heart Attack,562,,631.5316328,,642.3365692
2020/21,S08000031,,Emergency,,All,d,All,d,Heart Attack,1747,,147.3963079,,164.7137896
2020/21,S08000032,,Emergency,,under75 years,,All,d,Heart Attack,867,,142.3965654,,139.6191532
2020/21,S08000032,,Emergency,,0-44 years,,All,d,Heart Attack,55,,15.80164624,,17.48882541
2020/21,S08000032,,Emergency,,45-64 years,,All,d,Heart Attack,489,,256.552853,,257.0929679
2020/21,S08000032,,Emergency,,65-74 years,,All,d,Heart Attack,323,,460.1532895,,471.2364494
2020/21,S08000032,,Emergency,,75plus years,,All,d,Heart Attack,363,,683.6544438,,722.4022875
2020/21,S08000032,,Emergency,,All,d,All,d,Heart Attack,1230,,185.8118315,,192.0696353
2020/21,S92000003,d,Emergency,,under75 years,,All,d,Heart Attack,6602,,132.1408763,,130.457962
2020/21,S92000003,d,Emergency,,0-44 years,,All,d,Heart Attack,357,,12.24712433,,13.73130711
2020/21,S92000003,d,Emergency,,45-64 years,,All,d,Heart Attack,3662,,244.9580254,,242.9405337
2020/21,S92000003,d,Emergency,,65-74 years,,All,d,Heart Attack,2583,,440.587245,,446.8818871
2020/21,S92000003,d,Emergency,,75plus years,,All,d,Heart Attack,3282,,698.5698687,,724.7002663
2020/21,S92000003,d,Emergency,,All,d,All,d,Heart Attack,9884,,180.8269301,,183.9397694
2020/21,S08000015,,Transfer,,under75 years,,All,d,Heart Attack,660,,199.7917323,,174.7931744
2020/21,S08000015,,Transfer,,0-44 years,,All,d,Heart Attack,32,,18.26004588,,21.56808029
2020/21,S08000015,,Transfer,,45-64 years,,All,d,Heart Attack,346,,321.1971556,,316.0017126
2020/21,S08000015,,Transfer,,65-74 years,,All,d,Heart Attack,282,,595.2380952,,606.424491
2020/21,S08000015,,Transfer,,75plus years,,All,d,Heart Attack,370,,982.8401424,,1022.810947
2020/21,S08000015,,Transfer,,All,d,All,d,Heart Attack,1030,,279.8989103,,251.114774
2020/21,S08000016,,Transfer,,under75 years,,All,d,Heart Attack,259,,253.0458316,,213.7825607
2020/21,S08000016,,Transfer,,0-44 years,,All,d,Heart Attack,16,,31.36025088,,37.25343807
2020/21,S08000016,,Transfer,,45-64 years,,All,d,Heart Attack,134,,381.3752277,,392.8520705
2020/21,S08000016,,Transfer,,65-74 years,,All,d,Heart Attack,109,,672.9641292,,669.7092861
2020/21,S08000016,,Transfer,,75plus years,,All,d,Heart Attack,164,,1272.600295,,1404.398324
2020/21,S08000016,,Transfer,,All,d,All,d,Heart Attack,423,,367.0600486,,320.9379795
2020/21,S08000017,,Transfer,,under75 years,,All,d,Heart Attack,355,,272.0869452,,217.7047515
2020/21,S08000017,,Transfer,,0-44 years,,All,d,Heart Attack,14,,21.40541863,,24.95911527
2020/21,S08000017,,Transfer,,45-64 years,,All,d,Heart Attack,190,,433.5128229,,418.0039087
2020/21,S08000017,,Transfer,,65-74 years,,All,d,Heart Attack,151,,710.8893178,,703.4511026
2020/21,S08000017,,Transfer,,75plus years,,All,d,Heart Attack,182,,1021.496324,,1034.092505
2020/21,S08000017,,Transfer,,All,d,All,d,Heart Attack,537,,362.1282622,,291.1796493
2020/21,S08000019,,Transfer,,under75 years,,All,d,Heart Attack,808,,288.924329,,273.5236176
2020/21,S08000019,,Transfer,,0-44 years,,All,d,Heart Attack,27,,17.04922173,,18.99588137
2020/21,S08000019,,Transfer,,45-64 years,,All,d,Heart Attack,464,,528.3654832,,522.993166
2020/21,S08000019,,Transfer,,65-74 years,,All,d,Heart Attack,317,,946.9753547,,952.9097821
2020/21,S08000019,,Transfer,,75plus years,,All,d,Heart Attack,436,,1659.56151,,1693.510614
2020/21,S08000019,,Transfer,,All,d,All,d,Heart Attack,1244,,406.6289674,,401.3224473
2020/21,S08000020,,Transfer,,under75 years,,All,d,Heart Attack,493,,91.69806969,,91.59945803
2020/21,S08000020,,Transfer,,0-44 years,,All,d,Heart Attack,17,,5.355359612,,5.685077754
2020/21,S08000020,,Transfer,,45-64 years,,All,d,Heart Attack,254,,160.4315229,,159.2938855
2020/21,S08000020,,Transfer,,65-74 years,,All,d,Heart Attack,222,,358.8052754,,362.5970016
2020/21,S08000020,,Transfer,,75plus years,,All,d,Heart Attack,265,,553.0511729,,571.7106625
2020/21,S08000020,,Transfer,,All,d,All,d,Heart Attack,758,,129.4509436,,134.8094664
2020/21,S08000022,,Transfer,,under75 years,,All,d,Heart Attack,524,,182.5974841,,153.6175626
2020/21,S08000022,,Transfer,,0-44 years,,All,d,Heart Attack,21,,14.0303992,,15.16248427
2020/21,S08000022,,Transfer,,45-64 years,,All,d,Heart Attack,266,,280.46646,,273.7517853
2020/21,S08000022,,Transfer,,65-74 years,,All,d,Heart Attack,237,,558.2644336,,562.4763557
2020/21,S08000022,,Transfer,,75plus years,,All,d,Heart Attack,372,,1097.668929,,1141.262171
2020/21,S08000022,,Transfer,,All,d,All,d,Heart Attack,896,,279.2495169,,242.5055773
2020/21,S08000024,,Transfer,,under75 years,,All,d,Heart Attack,987,,116.7457391,,130.4633703
2020/21,S08000024,,Transfer,,0-44 years,,All,d,Heart Attack,47,,8.845477044,,9.770802188
2020/21,S08000024,,Transfer,,45-64 years,,All,d,Heart Attack,554,,240.3460289,,241.2838754
2020/21,S08000024,,Transfer,,65-74 years,,All,d,Heart Attack,386,,461.8274488,,471.4781606
2020/21,S08000024,,Transfer,,75plus years,,All,d,Heart Attack,543,,809.6864143,,833.1816937
2020/21,S08000024,,Transfer,,All,d,All,d,Heart Attack,1530,,167.6730704,,193.7080194
2020/21,S08000025,,Transfer,,under75 years,,All,d,Heart Attack,,c,,c,32.23763411
2020/21,S08000025,,Transfer,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000025,,Transfer,,45-64 years,,All,d,Heart Attack,,c,,c,42.02313911
2020/21,S08000025,,Transfer,,65-74 years,,All,d,Heart Attack,,c,,c,173.3344303
2020/21,S08000025,,Transfer,,75plus years,,All,d,Heart Attack,,c,,c,1207.775806
2020/21,S08000025,,Transfer,,All,d,All,d,Heart Attack,37,,165.1785714,,138.0360695
2020/21,S08000026,,Transfer,,under75 years,,All,d,Heart Attack,,c,,c,48.54395874
2020/21,S08000026,,Transfer,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000026,,Transfer,,45-64 years,,All,d,Heart Attack,,c,,c,122.5096982
2020/21,S08000026,,Transfer,,65-74 years,,All,d,Heart Attack,,c,,c,111.523166
2020/21,S08000026,,Transfer,,75plus years,,All,d,Heart Attack,,c,,c,203.4070684
2020/21,S08000026,,Transfer,,All,d,All,d,Heart Attack,15,,65.58810669,,62.48163861
2020/21,S08000028,,Transfer,,under75 years,,All,d,Heart Attack,,c,,c,108.025981
2020/21,S08000028,,Transfer,,0-44 years,,All,d,Heart Attack,0,,0,,0
2020/21,S08000028,,Transfer,,45-64 years,,All,d,Heart Attack,,c,,c,148.2253493
2020/21,S08000028,,Transfer,,65-74 years,,All,d,Heart Attack,,c,,c,562.1326207
2020/21,S08000028,,Transfer,,75plus years,,All,d,Heart Attack,,c,,c,965.1738237
2020/21,S08000028,,Transfer,,All,d,All,d,Heart Attack,65,,245.2830189,,185.1692869
2020/21,S08000029,,Transfer,,under75 years,,All,d,Heart Attack,564,,166.1139353,,156.5453993
2020/21,S08000029,,Transfer,,0-44 years,,All,d,Heart Attack,29,,15.13238225,,17.62784107
2020/21,S08000029,,Transfer,,45-64 years,,All,d,Heart Attack,304,,291.4138364,,288.0807146
2020/21,S08000029,,Transfer,,65-74 years,,All,d,Heart Attack,231,,530.2421669,,539.0084748
2020/21,S08000029,,Transfer,,75plus years,,All,d,Heart Attack,233,,673.3325627,,696.2326735
2020/21,S08000029,,Transfer,,All,d,All,d,Heart Attack,797,,213.0275573,,205.117254
2020/21,S08000030,,Transfer,,under75 years,,All,d,Heart Attack,622,,165.9658036,,155.8779082
2020/21,S08000030,,Transfer,,0-44 years,,All,d,Heart Attack,24,,11.19893983,,12.86527424
2020/21,S08000030,,Transfer,,45-64 years,,All,d,Heart Attack,310,,277.1668187,,268.4850403
2020/21,S08000030,,Transfer,,65-74 years,,All,d,Heart Attack,288,,592.3000987,,607.1725016
2020/21,S08000030,,Transfer,,75plus years,,All,d,Heart Attack,366,,876.1430555,,906.1244333
2020/21,S08000030,,Transfer,,All,d,All,d,Heart Attack,988,,237.1864122,,223.4000954
2020/21,S08000031,,Transfer,,under75 years,,All,d,Heart Attack,2054,,187.3660205,,203.5355554
2020/21,S08000031,,Transfer,,0-44 years,,All,d,Heart Attack,129,,18.99640099,,20.77001092
2020/21,S08000031,,Transfer,,45-64 years,,All,d,Heart Attack,1131,,366.1959974,,363.8158937
2020/21,S08000031,,Transfer,,65-74 years,,All,d,Heart Attack,794,,732.9929932,,738.9555974
2020/21,S08000031,,Transfer,,75plus years,,All,d,Heart Attack,1220,,1370.940555,,1386.506486
2020/21,S08000031,,Transfer,,All,d,All,d,Heart Attack,3274,,276.2309743,,310.0029392
2020/21,S08000032,,Transfer,,under75 years,,All,d,Heart Attack,1959,,321.7472568,,315.7910624
2020/21,S08000032,,Transfer,,0-44 years,,All,d,Heart Attack,106,,30.45408185,,33.72802837
2020/21,S08000032,,Transfer,,45-64 years,,All,d,Heart Attack,1069,,560.8486705,,562.1245474
2020/21,S08000032,,Transfer,,65-74 years,,All,d,Heart Attack,784,,1116.904579,,1144.702156
2020/21,S08000032,,Transfer,,75plus years,,All,d,Heart Attack,828,,1559.410136,,1650.825016
2020/21,S08000032,,Transfer,,All,d,All,d,Heart Attack,2787,,421.0224183,,435.9441182
2020/21,S92000003,d,Transfer,,under75 years,,All,d,Heart Attack,9337,,186.8826662,,184.27917
2020/21,S92000003,d,Transfer,,0-44 years,,All,d,Heart Attack,462,,15.84921972,,17.72542809
2020/21,S92000003,d,Transfer,,45-64 years,,All,d,Heart Attack,5045,,337.4694806,,334.3257131
2020/21,S92000003,d,Transfer,,65-74 years,,All,d,Heart Attack,3830,,653.2904174,,662.1523771
2020/21,S92000003,d,Transfer,,75plus years,,All,d,Heart Attack,5044,,1073.609512,,1107.622123
2020/21,S92000003,d,Transfer,,All,d,All,d,Heart Attack,14381,,263.0991584,,267.3800358
2021/22,S08000015,,All,d,under75 years,,All,d,Heart Attack,1370,,414.5999716,,357.2777125
2021/22,S08000015,,All,d,0-44 years,,All,d,Heart Attack,56,,31.95015775,,36.06644618
2021/22,S08000015,,All,d,45-64 years,,All,d,Heart Attack,666,,621.3440063,,606.4004535
2021/22,S08000015,,All,d,65-74 years,,All,d,Heart Attack,648,,1350.590884,,1380.483021
2021/22,S08000015,,All,d,75plus years,,All,d,Heart Attack,654,,1709.759222,,1809.005624
2021/22,S08000015,,All,d,All,d,All,d,Heart Attack,2024,,548.97068,,487.9332245
2021/22,S08000016,,All,d,under75 years,,All,d,Heart Attack,476,,463.1116041,,367.188558
2021/22,S08000016,,All,d,0-44 years,,All,d,Heart Attack,21,,40.94764551,,47.0229325
2021/22,S08000016,,All,d,45-64 years,,All,d,Heart Attack,238,,678.4492588,,642.9345025
2021/22,S08000016,,All,d,65-74 years,,All,d,Heart Attack,217,,1321.720063,,1317.824391
2021/22,S08000016,,All,d,75plus years,,All,d,Heart Attack,257,,1941.527536,,2055.046293
2021/22,S08000016,,All,d,All,d,All,d,Heart Attack,733,,631.7876228,,519.0957542
2021/22,S08000017,,All,d,under75 years,,All,d,Heart Attack,594,,454.7507675,,361.1467195
2021/22,S08000017,,All,d,0-44 years,,All,d,Heart Attack,30,,45.75123528,,54.14010523
2021/22,S08000017,,All,d,45-64 years,,All,d,Heart Attack,244,,558.9151548,,536.4847579
2021/22,S08000017,,All,d,65-74 years,,All,d,Heart Attack,320,,1495.816389,,1497.518067
2021/22,S08000017,,All,d,75plus years,,All,d,Heart Attack,324,,1783.257196,,1804.045405
2021/22,S08000017,,All,d,All,d,All,d,Heart Attack,918,,616.9769474,,491.0076011
2021/22,S08000019,,All,d,under75 years,,All,d,Heart Attack,1014,,363.614196,,343.4302024
2021/22,S08000019,,All,d,0-44 years,,All,d,Heart Attack,60,,38.10539954,,41.98745594
2021/22,S08000019,,All,d,45-64 years,,All,d,Heart Attack,557,,635.6415758,,626.4984248
2021/22,S08000019,,All,d,65-74 years,,All,d,Heart Attack,397,,1175.216838,,1179.296908
2021/22,S08000019,,All,d,75plus years,,All,d,Heart Attack,692,,2577.953284,,2660.934203
2021/22,S08000019,,All,d,All,d,All,d,Heart Attack,1706,,558.0452062,,552.0055624
2021/22,S08000020,,All,d,under75 years,,All,d,Heart Attack,1232,,229.3244979,,225.4753161
2021/22,S08000020,,All,d,0-44 years,,All,d,Heart Attack,53,,16.7850594,,17.22407088
2021/22,S08000020,,All,d,45-64 years,,All,d,Heart Attack,650,,410.6620504,,403.6289094
2021/22,S08000020,,All,d,65-74 years,,All,d,Heart Attack,529,,837.1312824,,846.8559848
2021/22,S08000020,,All,d,75plus years,,All,d,Heart Attack,596,,1208.924949,,1290.03167
2021/22,S08000020,,All,d,All,d,All,d,Heart Attack,1828,,311.6635125,,321.2853879
2021/22,S08000022,,All,d,under75 years,,All,d,Heart Attack,1089,,376.2983849,,315.5068765
2021/22,S08000022,,All,d,0-44 years,,All,d,Heart Attack,45,,29.76781107,,31.65348137
2021/22,S08000022,,All,d,45-64 years,,All,d,Heart Attack,568,,597.2095175,,575.8942385
2021/22,S08000022,,All,d,65-74 years,,All,d,Heart Attack,476,,1103.921705,,1118.156233
2021/22,S08000022,,All,d,75plus years,,All,d,Heart Attack,689,,1975.230778,,2074.482446
2021/22,S08000022,,All,d,All,d,All,d,Heart Attack,1778,,548.2915999,,473.8146777
2021/22,S08000024,,All,d,under75 years,,All,d,Heart Attack,1922,,226.7394466,,251.0888999
2021/22,S08000024,,All,d,0-44 years,,All,d,Heart Attack,87,,16.35513579,,17.77087087
2021/22,S08000024,,All,d,45-64 years,,All,d,Heart Attack,1069,,463.1615433,,462.5447029
2021/22,S08000024,,All,d,65-74 years,,All,d,Heart Attack,766,,902.0148138,,917.3360224
2021/22,S08000024,,All,d,75plus years,,All,d,Heart Attack,918,,1337.393103,,1410.451236
2021/22,S08000024,,All,d,All,d,All,d,Heart Attack,2840,,309.9387762,,355.4315102
2021/22,S08000025,,All,d,under75 years,,All,d,Heart Attack,,c,,c,319.6822454
2021/22,S08000025,,All,d,0-44 years,,All,d,Heart Attack,,c,,c,20.67458208
2021/22,S08000025,,All,d,45-64 years,,All,d,Heart Attack,,c,,c,419.9084654
2021/22,S08000025,,All,d,65-74 years,,All,d,Heart Attack,,c,,c,1604.484054
2021/22,S08000025,,All,d,75plus years,,All,d,Heart Attack,,c,,c,1596.63141
